t F Q M0 M1
1.0 -0.005025125628140704 0.0 0.06824313802896971 0.06824313802896971
1.0 0.005025125628140704 0.0 0.06824313802896971 0.06824313802896971
1.0 0.01507537688442211 0.0 0.11295408900219057 0.11295408900219057
1.0 0.02512562814070352 0.0 0.1403148702434304 0.1403148702434304
1.0 0.035175879396984924 0.0 0.16025998132145727 0.16025998132145727
1.0 0.04522613065326633 0.0 0.17575203377213003 0.17575203377213003
1.0 0.05527638190954774 0.0 0.18817465215227472 0.18817465215227472
1.0 0.06532663316582915 0.0 0.1983126223523912 0.1983126223523912
1.0 0.07537688442211056 0.0 0.20666449354376248 0.20666449354376248
1.0 0.08542713567839195 0.0 0.21357169302430484 0.21357169302430484
1.0 0.09547738693467336 0.0 0.21928094902086004 0.21928094902086004
1.0 0.10552763819095477 0.0 0.22397790812731286 0.22397790812731286
1.0 0.11557788944723618 0.0 0.22780673141435107 0.22780673141435107
1.0 0.12562814070351758 0.0 0.23088223371172373 0.23088223371172373
1.0 0.135678391959799 0.0 0.23329777584025074 0.23329777584025074
1.0 0.1457286432160804 0.0 0.23513060167320368 0.23513060167320368
1.0 0.15577889447236182 0.0 0.2364455673291712 0.2364455673291712
1.0 0.1658291457286432 0.0 0.23729781993362312 0.23729781993362312
1.0 0.17587939698492464 0.0 0.23773476793804246 0.23773476793804246
1.0 0.18592964824120603 0.0 0.2377975603924503 0.2377975603924503
1.0 0.19597989949748745 0.0 0.23752221766457532 0.23752221766457532
1.0 0.20603015075376885 0.0 0.23694050953181045 0.23694050953181045
1.0 0.21608040201005024 0.0 0.2360806467589843 0.2360806467589843
1.0 0.22613065326633167 0.0 0.23496783268749535 0.23496783268749535
1.0 0.23618090452261306 0.0 0.23362470819260536 0.23362470819260536
1.0 0.24623115577889448 0.0 0.23207171432800794 0.23207171432800794
1.0 0.2562814070351759 0.0 0.2303273906580996 0.2303273906580996
1.0 0.2663316582914573 0.0 0.22840862278586002 0.22840862278586002
1.0 0.2763819095477387 0.0 0.22633084934090178 0.22633084934090178
1.0 0.2864321608040201 0.0 0.22410823631782975 0.22410823631782975
1.0 0.2964824120603015 0.0 0.2217538248943238 0.2217538248943238
1.0 0.3065326633165829 0.0 0.21927965753722284 0.21927965753722284
