gamma K price vol
0.0 0.002 3.4971218944016783E-4 0.6238666882094862
0.0 0.004 6.111746088016265E-4 0.522287176505111
0.0 0.006000000000000001 8.966899129855142E-4 0.4675212996383232
0.0 0.008 0.0012052295282260653 0.42946399416965597
0.0 0.01 0.0015353123431296664 0.3998740731214623
0.0 0.012000000000000002 0.0018886388285017837 0.3755652505841117
0.0 0.014000000000000002 0.0022657409997057405 0.3548065005533503
0.0 0.016 0.002668643111674347 0.3366647066575454
0.0 0.018000000000000002 0.0030986363697456634 0.32050133529358416
0.0 0.02 0.0035584519380672665 0.30593984748071423
0.0 0.022000000000000002 0.0040500092022012525 0.2926742794260433
0.0 0.024000000000000004 0.004577034703242128 0.28053673734368334
0.0 0.026000000000000002 0.0051421782990262125 0.26935950005534987
0.0 0.028000000000000004 0.005750589424890168 0.2590812595317116
0.0 0.03 0.0064059016911403085 0.24960835149176042
0.0 0.032 0.007115312430703994 0.24095475035212166
0.0 0.034 0.007883898066459715 0.23308226959451311
0.0 0.036000000000000004 0.008721654938860379 0.22607695888238244
0.0 0.038000000000000006 0.009635921163478322 0.2199651996608612
0.0 0.04 0.010639747837833793 0.21490909843597752
0.0 0.042 0.009753791134609177 0.2112362334360334
0.0 0.044000000000000004 0.00896257394388998 0.20855844369787638
0.0 0.046000000000000006 0.008260362696620312 0.20674610152745485
0.0 0.04800000000000001 0.007638582942906665 0.20564770152370995
0.0 0.05 0.0070896185496911995 0.20515523397936714
0.0 0.052000000000000005 0.006604860997411003 0.20515545816855765
0.0 0.054000000000000006 0.006175352137479298 0.20553496935120258
0.0 0.05600000000000001 0.005794524723909863 0.20622902594013354
0.0 0.05800000000000001 0.005454325846320291 0.20714032215741657
0.0 0.06 0.005150254349312365 0.20823839464584415
0.0 0.062 0.004876154651884879 0.20945316020380997
0.0 0.064 0.004628937120464378 0.21077164244716512
0.0 0.066 0.004404186527105889 0.21214719587038558
0.0 0.068 0.004199724073922748 0.2135749802140127
0.0 0.07 0.0040124247429314756 0.2150246956954004
0.0 0.07200000000000001 0.0038407119664775327 0.21649527686334935
0.0 0.07400000000000001 0.0036823561912540295 0.21796705016709791
0.0 0.07600000000000001 0.00353619135623455 0.21944070287792194
0.0 0.07800000000000001 0.0034006012297980804 0.22090335265848826
0.0 0.08 0.0032747067704215274 0.22235645764066614
0.0 0.08200000000000002 0.003157314864465322 0.2237915122337484
0.0 0.084 0.0030477514966578737 0.22521028298527632
0.0 0.086 0.0029451198693746963 0.22660707674440023
0.0 0.08800000000000001 0.0028488952160348954 0.2279837324984661
0.0 0.09 0.002758391921346436 0.2293364232642701
0.0 0.09200000000000001 0.0026731957338182637 0.23066693460622048
0.0 0.094 0.002592774241463026 0.23197268763487727
0.0 0.09600000000000002 0.002516796310477592 0.23325535937543193
0.0 0.098 0.002444842577741693 0.23451321679703047
0.0 0.1 0.0023766453192193967 0.23574780639124396
0.0 0.10200000000000001 0.0023118699274082845 0.23695797496462642
0.0 0.10400000000000001 0.0022502976895875555 0.23814513382544544
0.0 0.10600000000000001 0.0021916584815304405 0.23930853096106647
0.0 0.10800000000000001 0.002135771930252424 0.24044944669689164
0.0 0.11 0.0020824176375191764 0.24156740850748862
0.0 0.11200000000000002 0.002031445554853371 0.24266357416153478
0.0 0.114 0.0019826741072485883 0.24373766666286606
0.0 0.11600000000000002 0.0019359774760577871 0.2447907313551184
0.0 0.11800000000000001 0.0018912047430679568 0.2458226281881579
0.0 0.12 0.001848249631970594 0.2468343005609234
0.0 0.12200000000000001 0.0018069856862296665 0.24782570408632865
0.0 0.124 0.0017673225283147509 0.24879769034056662
0.0 0.126 0.0017291534081288649 0.24975028126189255
0.0 0.128 0.0016924009868356492 0.2506842460245612
0.0 0.13 0.0016569745308424781 0.2515996518974178
0.0 0.132 0.00162280747432117 0.2524971942329028
0.0 0.134 0.0015898222079049444 0.25337697052306263
0.0 0.136 0.0015579611286169728 0.2542396100098479
0.0 0.138 0.0015271574629801264 0.25508522949393886
0.0 0.14 0.0014973611131285254 0.2559143989800593
0.0 0.14200000000000002 0.0014685143151807948 0.25672724667313424
0.0 0.14400000000000002 0.00144057329370629 0.25752428943537425
0.0 0.14600000000000002 0.0014134878250454184 0.25830566114773573
0.0 0.14800000000000002 0.0013872194900036502 0.2590718309173099
0.0 0.15 0.0013617244139867424 0.25982294991404414
0.0 0.15200000000000002 0.0013369687395342437 0.26055941078683614
0.0 0.154 0.0013129139686707903 0.26128136538293123
0.0 0.15600000000000003 0.0012895301483468805 0.2619892009837102
0.0 0.158 0.0012667833580563392 0.26268304792471336
0.0 0.16 0.0012446470021938287 0.2633632583677009
0.0 0.162 0.001223091076909469 0.2640299575254687
0.0 0.16400000000000003 0.0012020918864307142 0.26468346569481416
0.0 0.166 0.001181622793953869 0.2653239019029992
0.0 0.168 0.001161662618722503 0.2659515574495053
0.0 0.17 0.0011421876313489781 0.266566544447588
0.0 0.172 0.0011231788409232252 0.26716912772630874
0.0 0.17400000000000002 0.0011046150391031883 0.2677594120001947
0.0 0.17600000000000002 0.001086479148797187 0.2683376378544496
0.0 0.17800000000000002 0.0010687521563342293 0.2689039022962742
0.0 0.18 0.0010514186631101893 0.26945842362836586
0.0 0.182 0.0010344615731565038 0.2700012909673582
0.0 0.18400000000000002 0.00101786696489549 0.2705327020599716
0.0 0.18600000000000003 0.001001619423990861 0.27105273803607494
0.0 0.188 9.857063327498678E-4 0.271561577604332
0.0 0.19 9.701137564226596E-4 0.2720592938695966
0.0 0.19200000000000003 9.548302318442569E-4 0.27254604783431147
0.0 0.19400000000000003 9.398431302445156E-4 0.2730219045757708
0.0 0.196 9.251420136890799E-4 0.27348700855523606
0.0 0.198 9.107154096581068E-4 0.27394141683844236
0.0 0.2 8.965537931379142E-4 0.2743852583601563
0.5 0.002 5.121245198635227E-4 0.6937027979142637
0.5 0.004 7.92535521605681E-4 0.5627467074979862
0.5 0.006000000000000001 0.0010949375855837898 0.4969514275067714
0.5 0.008 0.0014179636054698676 0.452863317983726
0.5 0.01 0.0017597957819932522 0.41933637544808455
0.5 0.012000000000000002 0.0021222418960913135 0.39218588572559543
0.5 0.014000000000000002 0.002505792118675157 0.36923197768807103
0.5 0.016 0.0029125814805529087 0.3493171108748718
0.5 0.018000000000000002 0.0033439343462827362 0.33167239091805994
0.5 0.02 0.003802772885525624 0.31584695791521455
0.5 0.022000000000000002 0.004291115603420753 0.30148332543038997
0.5 0.024000000000000004 0.004812997858091708 0.28838489049261207
0.5 0.026000000000000002 0.0053712600550334935 0.27635980587971015
0.5 0.028000000000000004 0.0059715055572710255 0.2653361462922144
0.5 0.03 0.006617694167527912 0.25520862046737053
0.5 0.032 0.00731759697220308 0.24598826255474499
0.5 0.034 0.008076800520142993 0.2376330432414438
