Scheme Strike Density
LMG2 1.5297 2.48e-01
RAN 1.5297 2.47e-01
RE 1.5297 2.50e-01
TRBDF2 1.5297 2.51e-01
CN 1.5297 2.49e-01
Hagan 1.5362 2.2986e-01
LMG3 1.5362 2.43e-01
LS 1.5362 2.44e-01
LMG2 1.5362 2.41e-01
RAN 1.5362 2.41e-01
RE 1.5362 2.43e-01
TRBDF2 1.5362 2.44e-01
CN 1.5362 2.42e-01
Hagan 1.5428 2.2365e-01
LMG3 1.5428 2.36e-01
LS 1.5428 2.38e-01
LMG2 1.5428 2.35e-01
RAN 1.5428 2.34e-01
RE 1.5428 2.36e-01
TRBDF2 1.5428 2.38e-01
CN 1.5428 2.36e-01
Hagan 1.5494 2.1759e-01
LMG3 1.5494 2.30e-01
LS 1.5494 2.31e-01
LMG2 1.5494 2.29e-01
RAN 1.5494 2.28e-01
RE 1.5494 2.30e-01
TRBDF2 1.5494 2.31e-01
CN 1.5494 2.30e-01
Hagan 1.5561 2.1166e-01
LMG3 1.5561 2.24e-01
LS 1.5561 2.25e-01
LMG2 1.5561 2.22e-01
RAN 1.5561 2.22e-01
RE 1.5561 2.24e-01
TRBDF2 1.5561 2.25e-01
CN 1.5561 2.24e-01
Hagan 1.5628 2.0586e-01
LMG3 1.5628 2.18e-01
LS 1.5628 2.19e-01
LMG2 1.5628 2.16e-01
RAN 1.5628 2.16e-01
RE 1.5628 2.18e-01
TRBDF2 1.5628 2.19e-01
CN 1.5628 2.18e-01
Hagan 1.5697 2.0020e-01
LMG3 1.5697 2.12e-01
LS 1.5697 2.13e-01
LMG2 1.5697 2.10e-01
RAN 1.5697 2.10e-01
RE 1.5697 2.12e-01
TRBDF2 1.5697 2.13e-01
CN 1.5697 2.12e-01
Hagan 1.5765 1.9467e-01
LMG3 1.5765 2.06e-01
LS 1.5765 2.07e-01
LMG2 1.5765 2.05e-01
RAN 1.5765 2.04e-01
RE 1.5765 2.06e-01
TRBDF2 1.5765 2.07e-01
CN 1.5765 2.06e-01
Hagan 1.5835 1.8928e-01
LMG3 1.5835 2.00e-01
LS 1.5835 2.02e-01
LMG2 1.5835 1.99e-01
RAN 1.5835 1.98e-01
RE 1.5835 2.00e-01
TRBDF2 1.5835 2.02e-01
CN 1.5835 2.00e-01
Hagan 1.5905 1.8400e-01
LMG3 1.5905 1.95e-01
LS 1.5905 1.96e-01
LMG2 1.5905 1.94e-01
RAN 1.5905 1.93e-01
RE 1.5905 1.95e-01
TRBDF2 1.5905 1.96e-01
CN 1.5905 1.95e-01
Hagan 1.5975 1.7886e-01
LMG3 1.5975 1.90e-01
LS 1.5975 1.91e-01
LMG2 1.5975 1.88e-01
RAN 1.5975 1.87e-01
RE 1.5975 1.89e-01
TRBDF2 1.5975 1.91e-01
CN 1.5975 1.89e-01
Hagan 1.6047 1.7384e-01
LMG3 1.6047 1.84e-01
LS 1.6047 1.85e-01
LMG2 1.6047 1.83e-01
RAN 1.6047 1.82e-01
RE 1.6047 1.84e-01
TRBDF2 1.6047 1.85e-01
CN 1.6047 1.84e-01
Hagan 1.6119 1.6894e-01
LMG3 1.6119 1.79e-01
LS 1.6119 1.80e-01
LMG2 1.6119 1.78e-01
RAN 1.6119 1.77e-01
RE 1.6119 1.79e-01
TRBDF2 1.6119 1.80e-01
CN 1.6119 1.79e-01
Hagan 1.6192 1.6416e-01
LMG3 1.6192 1.74e-01
LS 1.6192 1.75e-01
LMG2 1.6192 1.73e-01
RAN 1.6192 1.72e-01
RE 1.6192 1.74e-01
TRBDF2 1.6192 1.75e-01
CN 1.6192 1.74e-01
Hagan 1.6265 1.5949e-01
LMG3 1.6265 1.69e-01
LS 1.6265 1.70e-01
LMG2 1.6265 1.68e-01
RAN 1.6265 1.67e-01
RE 1.6265 1.69e-01
TRBDF2 1.6265 1.70e-01
CN 1.6265 1.69e-01
Hagan 1.6339 1.5494e-01
LMG3 1.6339 1.64e-01
LS 1.6339 1.65e-01
LMG2 1.6339 1.63e-01
RAN 1.6339 1.62e-01
RE 1.6339 1.64e-01
TRBDF2 1.6339 1.65e-01
CN 1.6339 1.65e-01
Hagan 1.6414 1.5051e-01
LMG3 1.6414 1.60e-01
LS 1.6414 1.60e-01
LMG2 1.6414 1.58e-01
RAN 1.6414 1.58e-01
RE 1.6414 1.59e-01
TRBDF2 1.6414 1.60e-01
CN 1.6414 1.60e-01
Hagan 1.6490 1.4618e-01
LMG3 1.6490 1.55e-01
LS 1.6490 1.56e-01
LMG2 1.6490 1.54e-01
RAN 1.6490 1.53e-01
RE 1.6490 1.54e-01
TRBDF2 1.6490 1.56e-01
CN 1.6490 1.55e-01
Hagan 1.6566 1.4197e-01
LMG3 1.6566 1.51e-01
LS 1.6566 1.51e-01
LMG2 1.6566 1.49e-01
RAN 1.6566 1.49e-01
RE 1.6566 1.50e-01
TRBDF2 1.6566 1.51e-01
CN 1.6566 1.51e-01
Hagan 1.6643 1.3786e-01
LMG3 1.6643 1.46e-01
LS 1.6643 1.47e-01
LMG2 1.6643 1.45e-01
RAN 1.6643 1.44e-01
RE 1.6643 1.45e-01
TRBDF2 1.6643 1.47e-01
CN 1.6643 1.47e-01
Hagan 1.6721 1.3385e-01
LMG3 1.6721 1.42e-01
LS 1.6721 1.43e-01
LMG2 1.6721 1.41e-01
RAN 1.6721 1.40e-01
RE 1.6721 1.41e-01
TRBDF2 1.6721 1.43e-01
CN 1.6721 1.42e-01
Hagan 1.6799 1.2995e-01
LMG3 1.6799 1.38e-01
LS 1.6799 1.38e-01
LMG2 1.6799 1.37e-01
RAN 1.6799 1.36e-01
RE 1.6799 1.37e-01
TRBDF2 1.6799 1.38e-01
CN 1.6799 1.38e-01
Hagan 1.6879 1.2615e-01
LMG3 1.6879 1.34e-01
LS 1.6879 1.34e-01
LMG2 1.6879 1.33e-01
RAN 1.6879 1.32e-01
RE 1.6879 1.33e-01
TRBDF2 1.6879 1.34e-01
CN 1.6879 1.34e-01
Hagan 1.6959 1.2244e-01
LMG3 1.6959 1.30e-01
LS 1.6959 1.30e-01
LMG2 1.6959 1.29e-01
RAN 1.6959 1.28e-01
RE 1.6959 1.29e-01
TRBDF2 1.6959 1.30e-01
CN 1.6959 1.30e-01
Hagan 1.7040 1.1884e-01
LMG3 1.7040 1.26e-01
LS 1.7040 1.26e-01
LMG2 1.7040 1.25e-01
RAN 1.7040 1.24e-01
RE 1.7040 1.25e-01
TRBDF2 1.7040 1.27e-01
CN 1.7040 1.26e-01
Hagan 1.7122 1.1532e-01
LMG3 1.7122 1.22e-01
LS 1.7122 1.23e-01
LMG2 1.7122 1.21e-01
RAN 1.7122 1.20e-01
RE 1.7122 1.21e-01
TRBDF2 1.7122 1.23e-01
CN 1.7122 1.23e-01
Hagan 1.7204 1.1190e-01
LMG3 1.7204 1.18e-01
LS 1.7204 1.19e-01
LMG2 1.7204 1.17e-01
RAN 1.7204 1.17e-01
RE 1.7204 1.18e-01
TRBDF2 1.7204 1.19e-01
CN 1.7204 1.19e-01
Hagan 1.7288 1.0857e-01
LMG3 1.7288 1.15e-01
LS 1.7288 1.15e-01
LMG2 1.7288 1.14e-01
RAN 1.7288 1.13e-01
RE 1.7288 1.14e-01
TRBDF2 1.7288 1.15e-01
CN 1.7288 1.16e-01
Hagan 1.7372 1.0533e-01
LMG3 1.7372 1.11e-01
LS 1.7372 1.12e-01
LMG2 1.7372 1.10e-01
RAN 1.7372 1.09e-01
RE 1.7372 1.11e-01
TRBDF2 1.7372 1.12e-01
CN 1.7372 1.12e-01
Hagan 1.7457 1.0218e-01
LMG3 1.7457 1.08e-01
LS 1.7457 1.08e-01
LMG2 1.7457 1.07e-01
RAN 1.7457 1.06e-01
RE 1.7457 1.07e-01
TRBDF2 1.7457 1.09e-01
CN 1.7457 1.09e-01
Hagan 1.7543 9.9106e-02
LMG3 1.7543 1.05e-01
LS 1.7543 1.05e-01
LMG2 1.7543 1.04e-01
RAN 1.7543 1.03e-01
RE 1.7543 1.04e-01
TRBDF2 1.7543 1.05e-01
CN 1.7543 1.05e-01
Hagan 1.7630 9.6119e-02
LMG3 1.7630 1.01e-01
LS 1.7630 1.02e-01
LMG2 1.7630 1.01e-01
RAN 1.7630 9.96e-02
RE 1.7630 1.01e-01
TRBDF2 1.7630 1.02e-01
CN 1.7630 1.02e-01
Hagan 1.7717 9.3213e-02
LMG3 1.7717 9.83e-02
LS 1.7717 9.88e-02
LMG2 1.7717 9.75e-02
RAN 1.7717 9.65e-02
RE 1.7717 9.74e-02
TRBDF2 1.7717 9.88e-02
CN 1.7717 9.91e-02
Hagan 1.7806 9.0386e-02
LMG3 1.7806 9.53e-02
LS 1.7806 9.57e-02
LMG2 1.7806 9.45e-02
RAN 1.7806 9.35e-02
RE 1.7806 9.44e-02
TRBDF2 1.7806 9.57e-02
CN 1.7806 9.60e-02
Hagan 1.7896 8.7636e-02
LMG3 1.7896 9.23e-02
LS 1.7896 9.27e-02
LMG2 1.7896 9.15e-02
RAN 1.7896 9.06e-02
RE 1.7896 9.14e-02
TRBDF2 1.7896 9.27e-02
CN 1.7896 9.31e-02
Hagan 1.7986 8.4962e-02
LMG3 1.7986 8.94e-02
LS 1.7986 8.98e-02
LMG2 1.7986 8.87e-02
RAN 1.7986 8.77e-02
RE 1.7986 8.86e-02
TRBDF2 1.7986 8.98e-02
CN 1.7986 9.02e-02
Hagan 1.8077 8.2362e-02
LMG3 1.8077 8.66e-02
LS 1.8077 8.70e-02
LMG2 1.8077 8.59e-02
RAN 1.8077 8.49e-02
RE 1.8077 8.57e-02
TRBDF2 1.8077 8.70e-02
CN 1.8077 8.74e-02
Hagan 1.8170 7.9834e-02
LMG3 1.8170 8.39e-02
LS 1.8170 8.42e-02
LMG2 1.8170 8.32e-02
RAN 1.8170 8.22e-02
RE 1.8170 8.30e-02
TRBDF2 1.8170 8.42e-02
CN 1.8170 8.46e-02
Hagan 1.8263 7.7376e-02
LMG3 1.8263 8.12e-02
LS 1.8263 8.16e-02
LMG2 1.8263 8.06e-02
RAN 1.8263 7.96e-02
RE 1.8263 8.04e-02
TRBDF2 1.8263 8.16e-02
CN 1.8263 8.20e-02
Hagan 1.8357 7.4987e-02
LMG3 1.8357 7.86e-02
LS 1.8357 7.90e-02
LMG2 1.8357 7.80e-02
RAN 1.8357 7.70e-02
RE 1.8357 7.78e-02
TRBDF2 1.8357 7.90e-02
CN 1.8357 7.94e-02
Hagan 1.8452 7.2665e-02
LMG3 1.8452 7.61e-02
LS 1.8452 7.64e-02
LMG2 1.8452 7.55e-02
RAN 1.8452 7.45e-02
RE 1.8452 7.53e-02
TRBDF2 1.8452 7.64e-02
CN 1.8452 7.69e-02
Hagan 1.8548 7.0409e-02
LMG3 1.8548 7.37e-02
LS 1.8548 7.40e-02
LMG2 1.8548 7.31e-02
RAN 1.8548 7.21e-02
RE 1.8548 7.29e-02
TRBDF2 1.8548 7.40e-02
CN 1.8548 7.44e-02
Hagan 1.8646 6.8216e-02
LMG3 1.8646 7.13e-02
LS 1.8646 7.16e-02
LMG2 1.8646 7.08e-02
RAN 1.8646 6.98e-02
RE 1.8646 7.05e-02
TRBDF2 1.8646 7.16e-02
CN 1.8646 7.20e-02
Hagan 1.8744 6.6086e-02
LMG3 1.8744 6.90e-02
LS 1.8744 6.93e-02
LMG2 1.8744 6.85e-02
RAN 1.8744 6.75e-02
RE 1.8744 6.82e-02
TRBDF2 1.8744 6.93e-02
CN 1.8744 6.97e-02
Hagan 1.8843 6.4017e-02
LMG3 1.8843 6.68e-02
LS 1.8843 6.70e-02
LMG2 1.8843 6.63e-02
RAN 1.8843 6.53e-02
RE 1.8843 6.60e-02
TRBDF2 1.8843 6.70e-02
CN 1.8843 6.74e-02
Hagan 1.8943 6.2007e-02
LMG3 1.8943 6.46e-02
LS 1.8943 6.48e-02
LMG2 1.8943 6.41e-02
RAN 1.8943 6.31e-02
RE 1.8943 6.38e-02
TRBDF2 1.8943 6.48e-02
CN 1.8943 6.53e-02
Hagan 1.9045 6.0055e-02
LMG3 1.9045 6.25e-02
LS 1.9045 6.27e-02
LMG2 1.9045 6.20e-02
RAN 1.9045 6.11e-02
RE 1.9045 6.17e-02
TRBDF2 1.9045 6.27e-02
CN 1.9045 6.31e-02
Hagan 1.9147 5.8159e-02
LMG3 1.9147 6.04e-02
LS 1.9147 6.06e-02
LMG2 1.9147 6.00e-02
RAN 1.9147 5.90e-02
RE 1.9147 5.97e-02
TRBDF2 1.9147 6.06e-02
CN 1.9147 6.10e-02
Hagan 1.9251 5.6318e-02
LMG3 1.9251 5.84e-02
LS 1.9251 5.86e-02
LMG2 1.9251 5.80e-02
RAN 1.9251 5.71e-02
RE 1.9251 5.77e-02
TRBDF2 1.9251 5.86e-02
CN 1.9251 5.90e-02
Hagan 1.9355 5.4531e-02
LMG3 1.9355 5.65e-02
LS 1.9355 5.67e-02
LMG2 1.9355 5.61e-02
RAN 1.9355 5.52e-02
RE 1.9355 5.58e-02
TRBDF2 1.9355 5.67e-02
CN 1.9355 5.71e-02
Hagan 1.9461 5.2795e-02
LMG3 1.9461 5.46e-02
LS 1.9461 5.48e-02
LMG2 1.9461 5.42e-02
RAN 1.9461 5.33e-02
RE 1.9461 5.39e-02
TRBDF2 1.9461 5.48e-02
CN 1.9461 5.52e-02
Hagan 1.9568 5.1111e-02
LMG3 1.9568 5.28e-02
LS 1.9568 5.29e-02
LMG2 1.9568 5.24e-02
RAN 1.9568 5.15e-02
RE 1.9568 5.21e-02
TRBDF2 1.9568 5.29e-02
CN 1.9568 5.33e-02
Hagan 1.9676 4.9476e-02
LMG3 1.9676 5.10e-02
LS 1.9676 5.12e-02
LMG2 1.9676 5.07e-02
RAN 1.9676 4.98e-02
RE 1.9676 5.04e-02
TRBDF2 1.9676 5.12e-02
CN 1.9676 5.15e-02
Hagan 1.9785 4.7889e-02
LMG3 1.9785 4.93e-02
LS 1.9785 4.94e-02
LMG2 1.9785 4.90e-02
RAN 1.9785 4.81e-02
RE 1.9785 4.87e-02
TRBDF2 1.9785 4.94e-02
CN 1.9785 4.98e-02
Hagan 1.9895 4.6350e-02
LMG3 1.9895 4.77e-02
LS 1.9895 4.78e-02
LMG2 1.9895 4.74e-02
RAN 1.9895 4.64e-02
RE 1.9895 4.70e-02
TRBDF2 1.9895 4.78e-02
CN 1.9895 4.81e-02
Hagan 2.0007 4.4856e-02
LMG3 2.0007 4.61e-02
LS 2.0007 4.61e-02
LMG2 2.0007 4.58e-02
RAN 2.0007 4.49e-02
RE 2.0007 4.54e-02
TRBDF2 2.0007 4.61e-02
CN 2.0007 4.65e-02
Hagan 2.0119 4.3406e-02
LMG3 2.0119 4.45e-02
LS 2.0119 4.46e-02
LMG2 2.0119 4.42e-02
RAN 2.0119 4.33e-02
RE 2.0119 4.39e-02
TRBDF2 2.0119 4.46e-02
CN 2.0119 4.49e-02
Hagan 2.0233 4.2000e-02
LMG3 2.0233 4.30e-02
LS 2.0233 4.30e-02
LMG2 2.0233 4.27e-02
RAN 2.0233 4.18e-02
RE 2.0233 4.24e-02
TRBDF2 2.0233 4.30e-02
CN 2.0233 4.33e-02
Hagan 2.0348 4.0636e-02
LMG3 2.0348 4.15e-02
LS 2.0348 4.16e-02
LMG2 2.0348 4.13e-02
RAN 2.0348 4.04e-02
RE 2.0348 4.09e-02
TRBDF2 2.0348 4.16e-02
CN 2.0348 4.18e-02
Hagan 2.0465 3.9313e-02
LMG3 2.0465 4.01e-02
LS 2.0465 4.01e-02
LMG2 2.0465 3.98e-02
RAN 2.0465 3.90e-02
RE 2.0465 3.95e-02
TRBDF2 2.0465 4.01e-02
CN 2.0465 4.04e-02
Hagan 2.0582 3.8030e-02
LMG3 2.0582 3.87e-02
LS 2.0582 3.87e-02
LMG2 2.0582 3.85e-02
RAN 2.0582 3.76e-02
RE 2.0582 3.81e-02
TRBDF2 2.0582 3.87e-02
CN 2.0582 3.90e-02
Hagan 2.0701 3.6786e-02
LMG3 2.0701 3.74e-02
LS 2.0701 3.74e-02
LMG2 2.0701 3.72e-02
RAN 2.0701 3.63e-02
RE 2.0701 3.68e-02
TRBDF2 2.0701 3.74e-02
CN 2.0701 3.76e-02
Hagan 2.0822 3.5579e-02
LMG3 2.0822 3.61e-02
LS 2.0822 3.61e-02
LMG2 2.0822 3.59e-02
RAN 2.0822 3.51e-02
RE 2.0822 3.55e-02
TRBDF2 2.0822 3.61e-02
CN 2.0822 3.63e-02
Hagan 2.0943 3.4410e-02
LMG3 2.0943 3.48e-02
LS 2.0943 3.48e-02
LMG2 2.0943 3.46e-02
RAN 2.0943 3.38e-02
RE 2.0943 3.43e-02
TRBDF2 2.0943 3.48e-02
CN 2.0943 3.50e-02
Hagan 2.1066 3.3276e-02
LMG3 2.1066 3.36e-02
LS 2.1066 3.36e-02
LMG2 2.1066 3.34e-02
RAN 2.1066 3.26e-02
RE 2.1066 3.31e-02
TRBDF2 2.1066 3.36e-02
CN 2.1066 3.38e-02
Hagan 2.1190 3.2176e-02
LMG3 2.1190 3.24e-02
LS 2.1190 3.24e-02
LMG2 2.1190 3.23e-02
RAN 2.1190 3.15e-02
RE 2.1190 3.19e-02
TRBDF2 2.1190 3.24e-02
CN 2.1190 3.26e-02
Hagan 2.1316 3.1111e-02
LMG3 2.1316 3.13e-02
LS 2.1316 3.13e-02
LMG2 2.1316 3.11e-02
RAN 2.1316 3.04e-02
RE 2.1316 3.08e-02
TRBDF2 2.1316 3.13e-02
CN 2.1316 3.14e-02
Hagan 2.1443 3.0078e-02
LMG3 2.1443 3.02e-02
LS 2.1443 3.01e-02
LMG2 2.1443 3.00e-02
RAN 2.1443 2.93e-02
RE 2.1443 2.97e-02
TRBDF2 2.1443 3.01e-02
CN 2.1443 3.03e-02
Hagan 2.1571 2.9078e-02
LMG3 2.1571 2.91e-02
LS 2.1571 2.91e-02
LMG2 2.1571 2.90e-02
RAN 2.1571 2.82e-02
RE 2.1571 2.86e-02
TRBDF2 2.1571 2.91e-02
CN 2.1571 2.92e-02
Hagan 2.1701 2.8108e-02
LMG3 2.1701 2.81e-02
LS 2.1701 2.80e-02
LMG2 2.1701 2.80e-02
RAN 2.1701 2.72e-02
RE 2.1701 2.76e-02
TRBDF2 2.1701 2.80e-02
CN 2.1701 2.82e-02
Hagan 2.1832 2.7168e-02
LMG3 2.1832 2.71e-02
LS 2.1832 2.70e-02
LMG2 2.1832 2.70e-02
RAN 2.1832 2.62e-02
RE 2.1832 2.66e-02
TRBDF2 2.1832 2.70e-02
CN 2.1832 2.71e-02
Hagan 2.1964 2.6258e-02
LMG3 2.1964 2.61e-02
LS 2.1964 2.60e-02
LMG2 2.1964 2.60e-02
RAN 2.1964 2.53e-02
RE 2.1964 2.57e-02
TRBDF2 2.1964 2.60e-02
CN 2.1964 2.61e-02
Hagan 2.2098 2.5376e-02
LMG3 2.2098 2.52e-02
LS 2.2098 2.51e-02
LMG2 2.2098 2.51e-02
RAN 2.2098 2.44e-02
RE 2.2098 2.48e-02
TRBDF2 2.2098 2.51e-02
CN 2.2098 2.52e-02
Hagan 2.2234 2.4522e-02
LMG3 2.2234 2.43e-02
LS 2.2234 2.42e-02
LMG2 2.2234 2.42e-02
RAN 2.2234 2.35e-02
RE 2.2234 2.39e-02
TRBDF2 2.2234 2.42e-02
CN 2.2234 2.43e-02
Hagan 2.2371 2.3695e-02
LMG3 2.2371 2.34e-02
LS 2.2371 2.33e-02
LMG2 2.2371 2.33e-02
RAN 2.2371 2.26e-02
RE 2.2371 2.30e-02
TRBDF2 2.2371 2.33e-02
CN 2.2371 2.34e-02
Hagan 2.2510 2.2893e-02
LMG3 2.2510 2.25e-02
LS 2.2510 2.25e-02
LMG2 2.2510 2.25e-02
RAN 2.2510 2.18e-02
RE 2.2510 2.22e-02
TRBDF2 2.2510 2.25e-02
CN 2.2510 2.25e-02
Hagan 2.2650 2.2117e-02
LMG3 2.2650 2.17e-02
LS 2.2650 2.16e-02
LMG2 2.2650 2.17e-02
RAN 2.2650 2.10e-02
RE 2.2650 2.14e-02
TRBDF2 2.2650 2.16e-02
CN 2.2650 2.17e-02
Hagan 2.2792 2.1366e-02
LMG3 2.2792 2.09e-02
LS 2.2792 2.08e-02
LMG2 2.2792 2.09e-02
RAN 2.2792 2.03e-02
RE 2.2792 2.06e-02
TRBDF2 2.2792 2.08e-02
CN 2.2792 2.09e-02
Hagan 2.2935 2.0638e-02
LMG3 2.2935 2.02e-02
LS 2.2935 2.01e-02
LMG2 2.2935 2.01e-02
RAN 2.2935 1.95e-02
RE 2.2935 1.98e-02
TRBDF2 2.2935 2.01e-02
CN 2.2935 2.01e-02
Hagan 2.3080 1.9934e-02
LMG3 2.3080 1.94e-02
LS 2.3080 1.93e-02
LMG2 2.3080 1.94e-02
RAN 2.3080 1.88e-02
RE 2.3080 1.91e-02
TRBDF2 2.3080 1.93e-02
CN 2.3080 1.93e-02
Hagan 2.3226 1.9252e-02
LMG3 2.3226 1.87e-02
LS 2.3226 1.86e-02
LMG2 2.3226 1.87e-02
RAN 2.3226 1.81e-02
RE 2.3226 1.84e-02
TRBDF2 2.3226 1.86e-02
CN 2.3226 1.86e-02
Hagan 2.3374 1.8592e-02
LMG3 2.3374 1.80e-02
LS 2.3374 1.79e-02
LMG2 2.3374 1.80e-02
RAN 2.3374 1.74e-02
RE 2.3374 1.77e-02
TRBDF2 2.3374 1.79e-02
CN 2.3374 1.79e-02
Hagan 2.3524 1.7953e-02
LMG3 2.3524 1.73e-02
LS 2.3524 1.72e-02
LMG2 2.3524 1.73e-02
RAN 2.3524 1.68e-02
RE 2.3524 1.71e-02
TRBDF2 2.3524 1.72e-02
CN 2.3524 1.72e-02
Hagan 2.3676 1.7335e-02
LMG3 2.3676 1.67e-02
LS 2.3676 1.66e-02
LMG2 2.3676 1.67e-02
RAN 2.3676 1.61e-02
RE 2.3676 1.64e-02
TRBDF2 2.3676 1.66e-02
CN 2.3676 1.66e-02
Hagan 2.3829 1.6737e-02
LMG3 2.3829 1.61e-02
LS 2.3829 1.60e-02
LMG2 2.3829 1.61e-02
RAN 2.3829 1.55e-02
RE 2.3829 1.58e-02
TRBDF2 2.3829 1.60e-02
CN 2.3829 1.59e-02
Hagan 2.3984 1.6158e-02
LMG3 2.3984 1.55e-02
LS 2.3984 1.54e-02
LMG2 2.3984 1.55e-02
RAN 2.3984 1.50e-02
RE 2.3984 1.52e-02
TRBDF2 2.3984 1.54e-02
CN 2.3984 1.53e-02
Hagan 2.4141 1.5597e-02
LMG3 2.4141 1.49e-02
LS 2.4141 1.48e-02
LMG2 2.4141 1.49e-02
RAN 2.4141 1.44e-02
RE 2.4141 1.47e-02
TRBDF2 2.4141 1.48e-02
CN 2.4141 1.47e-02
Hagan 2.4299 1.5055e-02
LMG3 2.4299 1.43e-02
LS 2.4299 1.42e-02
LMG2 2.4299 1.43e-02
RAN 2.4299 1.38e-02
RE 2.4299 1.41e-02
TRBDF2 2.4299 1.42e-02
CN 2.4299 1.42e-02
Hagan 2.4459 1.4531e-02
LMG3 2.4459 1.38e-02
LS 2.4459 1.37e-02
LMG2 2.4459 1.38e-02
RAN 2.4459 1.33e-02
RE 2.4459 1.36e-02
TRBDF2 2.4459 1.37e-02
CN 2.4459 1.36e-02
Hagan 2.4621 1.4024e-02
LMG3 2.4621 1.33e-02
LS 2.4621 1.31e-02
LMG2 2.4621 1.33e-02
RAN 2.4621 1.28e-02
RE 2.4621 1.31e-02
TRBDF2 2.4621 1.31e-02
CN 2.4621 1.31e-02
Hagan 2.4785 1.3533e-02
LMG3 2.4785 1.27e-02
LS 2.4785 1.26e-02
LMG2 2.4785 1.28e-02
RAN 2.4785 1.23e-02
RE 2.4785 1.26e-02
TRBDF2 2.4785 1.26e-02
CN 2.4785 1.26e-02
Hagan 2.4951 1.3058e-02
LMG3 2.4951 1.23e-02
LS 2.4951 1.21e-02
LMG2 2.4951 1.23e-02
RAN 2.4951 1.18e-02
RE 2.4951 1.21e-02
TRBDF2 2.4951 1.21e-02
CN 2.4951 1.21e-02
Hagan 2.5119 1.2599e-02
LMG3 2.5119 1.18e-02
LS 2.5119 1.17e-02
LMG2 2.5119 1.18e-02
RAN 2.5119 1.14e-02
RE 2.5119 1.16e-02
TRBDF2 2.5119 1.17e-02
CN 2.5119 1.16e-02
Hagan 2.5288 1.2155e-02
LMG3 2.5288 1.13e-02
LS 2.5288 1.12e-02
LMG2 2.5288 1.14e-02
RAN 2.5288 1.10e-02
RE 2.5288 1.12e-02
TRBDF2 2.5288 1.12e-02
CN 2.5288 1.12e-02
Hagan 2.5460 1.1726e-02
LMG3 2.5460 1.09e-02
LS 2.5460 1.08e-02
LMG2 2.5460 1.09e-02
RAN 2.5460 1.05e-02
RE 2.5460 1.07e-02
TRBDF2 2.5460 1.08e-02
CN 2.5460 1.07e-02
Hagan 2.5633 1.1311e-02
LMG3 2.5633 1.05e-02
LS 2.5633 1.04e-02
LMG2 2.5633 1.05e-02
RAN 2.5633 1.01e-02
RE 2.5633 1.03e-02
TRBDF2 2.5633 1.04e-02
CN 2.5633 1.03e-02
Hagan 2.5809 1.0910e-02
LMG3 2.5809 1.01e-02
LS 2.5809 9.95e-03
LMG2 2.5809 1.01e-02
RAN 2.5809 9.73e-03
RE 2.5809 9.93e-03
TRBDF2 2.5809 9.95e-03
CN 2.5809 9.87e-03
Hagan 2.5986 1.0522e-02
LMG3 2.5986 9.67e-03
LS 2.5986 9.56e-03
LMG2 2.5986 9.72e-03
RAN 2.5986 9.35e-03
RE 2.5986 9.55e-03
TRBDF2 2.5986 9.56e-03
CN 2.5986 9.48e-03
Hagan 2.6166 1.0147e-02
LMG3 2.6166 9.29e-03
LS 2.6166 9.18e-03
LMG2 2.6166 9.34e-03
RAN 2.6166 8.98e-03
RE 2.6166 9.17e-03
TRBDF2 2.6166 9.18e-03
CN 2.6166 9.10e-03
Hagan 2.6348 9.7850e-03
LMG3 2.6348 8.93e-03
LS 2.6348 8.82e-03
LMG2 2.6348 8.98e-03
RAN 2.6348 8.63e-03
RE 2.6348 8.82e-03
TRBDF2 2.6348 8.82e-03
CN 2.6348 8.73e-03
Hagan 2.6531 9.4348e-03
LMG3 2.6531 8.58e-03
LS 2.6531 8.46e-03
LMG2 2.6531 8.63e-03
RAN 2.6531 8.29e-03
RE 2.6531 8.47e-03
TRBDF2 2.6531 8.46e-03
CN 2.6531 8.38e-03
Hagan 2.6717 9.0964e-03
LMG3 2.6717 8.24e-03
LS 2.6717 8.13e-03
LMG2 2.6717 8.29e-03
RAN 2.6717 7.96e-03
RE 2.6717 8.14e-03
TRBDF2 2.6717 8.13e-03
CN 2.6717 8.04e-03
Hagan 2.6905 8.7693e-03
LMG3 2.6905 7.91e-03
LS 2.6905 7.80e-03
LMG2 2.6905 7.96e-03
RAN 2.6905 7.65e-03
RE 2.6905 7.82e-03
TRBDF2 2.6905 7.80e-03
CN 2.6905 7.71e-03
Hagan 2.7095 8.4533e-03
LMG3 2.7095 7.60e-03
LS 2.7095 7.48e-03
LMG2 2.7095 7.65e-03
RAN 2.7095 7.34e-03
RE 2.7095 7.51e-03
TRBDF2 2.7095 7.48e-03
CN 2.7095 7.40e-03
Hagan 2.7287 8.1479e-03
LMG3 2.7287 7.29e-03
LS 2.7287 7.18e-03
LMG2 2.7287 7.35e-03
RAN 2.7287 7.05e-03
RE 2.7287 7.21e-03
TRBDF2 2.7287 7.18e-03
CN 2.7287 7.09e-03
Hagan 2.7482 7.8530e-03
LMG3 2.7482 7.00e-03
LS 2.7482 6.89e-03
LMG2 2.7482 7.05e-03
RAN 2.7482 6.77e-03
RE 2.7482 6.92e-03
TRBDF2 2.7482 6.89e-03
CN 2.7482 6.80e-03
Hagan 2.7679 7.5680e-03
LMG3 2.7679 6.72e-03
