Scheme Strike Density
RAN 3.6332 1.31e-03
RE 3.6332 1.27e-03
TRBDF2 3.6332 1.30e-03
CN 3.6332 1.27e-03
Hagan 3.6432 1.91e-03
LMG3 3.6432 1.33e-03
LMG2 3.6432 1.36e-03
RAN 3.6432 1.29e-03
RE 3.6432 1.25e-03
TRBDF2 3.6432 1.28e-03
CN 3.6432 1.24e-03
Hagan 3.6533 1.88e-03
LMG3 3.6533 1.30e-03
LMG2 3.6533 1.33e-03
RAN 3.6533 1.27e-03
RE 3.6533 1.23e-03
TRBDF2 3.6533 1.26e-03
CN 3.6533 1.22e-03
Hagan 3.6633 1.86e-03
LMG3 3.6633 1.28e-03
LMG2 3.6633 1.31e-03
RAN 3.6633 1.25e-03
RE 3.6633 1.21e-03
TRBDF2 3.6633 1.24e-03
CN 3.6633 1.20e-03
Hagan 3.6734 1.83e-03
LMG3 3.6734 1.26e-03
LMG2 3.6734 1.29e-03
RAN 3.6734 1.23e-03
RE 3.6734 1.19e-03
TRBDF2 3.6734 1.22e-03
CN 3.6734 1.18e-03
Hagan 3.6834 1.81e-03
LMG3 3.6834 1.24e-03
LMG2 3.6834 1.27e-03
RAN 3.6834 1.21e-03
RE 3.6834 1.17e-03
TRBDF2 3.6834 1.19e-03
CN 3.6834 1.16e-03
Hagan 3.6935 1.78e-03
LMG3 3.6935 1.21e-03
LMG2 3.6935 1.25e-03
RAN 3.6935 1.18e-03
RE 3.6935 1.15e-03
TRBDF2 3.6935 1.17e-03
CN 3.6935 1.14e-03
Hagan 3.7035 1.76e-03
LMG3 3.7035 1.19e-03
LMG2 3.7035 1.22e-03
RAN 3.7035 1.16e-03
RE 3.7035 1.13e-03
TRBDF2 3.7035 1.15e-03
CN 3.7035 1.12e-03
Hagan 3.7136 1.74e-03
LMG3 3.7136 1.17e-03
LMG2 3.7136 1.20e-03
RAN 3.7136 1.14e-03
RE 3.7136 1.11e-03
TRBDF2 3.7136 1.13e-03
CN 3.7136 1.10e-03
Hagan 3.7236 1.71e-03
LMG3 3.7236 1.15e-03
LMG2 3.7236 1.18e-03
RAN 3.7236 1.12e-03
RE 3.7236 1.09e-03
TRBDF2 3.7236 1.11e-03
CN 3.7236 1.08e-03
Hagan 3.7337 1.69e-03
LMG3 3.7337 1.13e-03
LMG2 3.7337 1.16e-03
RAN 3.7337 1.10e-03
RE 3.7337 1.07e-03
TRBDF2 3.7337 1.09e-03
CN 3.7337 1.06e-03
Hagan 3.7437 1.67e-03
LMG3 3.7437 1.11e-03
LMG2 3.7437 1.14e-03
RAN 3.7437 1.09e-03
RE 3.7437 1.05e-03
TRBDF2 3.7437 1.07e-03
CN 3.7437 1.04e-03
Hagan 3.7538 1.65e-03
LMG3 3.7538 1.09e-03
LMG2 3.7538 1.12e-03
RAN 3.7538 1.07e-03
RE 3.7538 1.03e-03
TRBDF2 3.7538 1.06e-03
CN 3.7538 1.02e-03
Hagan 3.7638 1.62e-03
LMG3 3.7638 1.07e-03
LMG2 3.7638 1.10e-03
RAN 3.7638 1.05e-03
RE 3.7638 1.01e-03
TRBDF2 3.7638 1.04e-03
CN 3.7638 1.01e-03
Hagan 3.7739 1.60e-03
LMG3 3.7739 1.06e-03
LMG2 3.7739 1.08e-03
RAN 3.7739 1.03e-03
RE 3.7739 9.96e-04
TRBDF2 3.7739 1.02e-03
CN 3.7739 9.87e-04
Hagan 3.7839 1.58e-03
LMG3 3.7839 1.04e-03
LMG2 3.7839 1.06e-03
RAN 3.7839 1.01e-03
RE 3.7839 9.79e-04
TRBDF2 3.7839 1.00e-03
CN 3.7839 9.70e-04
Hagan 3.7940 1.56e-03
LMG3 3.7940 1.02e-03
LMG2 3.7940 1.05e-03
RAN 3.7940 9.95e-04
RE 3.7940 9.62e-04
TRBDF2 3.7940 9.84e-04
CN 3.7940 9.53e-04
Hagan 3.8040 1.54e-03
LMG3 3.8040 1.00e-03
LMG2 3.8040 1.03e-03
RAN 3.8040 9.77e-04
RE 3.8040 9.45e-04
TRBDF2 3.8040 9.66e-04
CN 3.8040 9.36e-04
Hagan 3.8141 1.52e-03
LMG3 3.8141 9.83e-04
LMG2 3.8141 1.01e-03
RAN 3.8141 9.60e-04
RE 3.8141 9.28e-04
TRBDF2 3.8141 9.49e-04
CN 3.8141 9.19e-04
Hagan 3.8241 1.50e-03
LMG3 3.8241 9.66e-04
LMG2 3.8241 9.93e-04
RAN 3.8241 9.44e-04
RE 3.8241 9.12e-04
TRBDF2 3.8241 9.33e-04
CN 3.8241 9.03e-04
Hagan 3.8342 1.48e-03
LMG3 3.8342 9.49e-04
LMG2 3.8342 9.75e-04
RAN 3.8342 9.27e-04
RE 3.8342 8.96e-04
TRBDF2 3.8342 9.16e-04
CN 3.8342 8.87e-04
Hagan 3.8442 1.47e-03
LMG3 3.8442 9.32e-04
LMG2 3.8442 9.58e-04
RAN 3.8442 9.11e-04
RE 3.8442 8.80e-04
TRBDF2 3.8442 9.00e-04
CN 3.8442 8.71e-04
Hagan 3.8543 1.45e-03
LMG3 3.8543 9.16e-04
LMG2 3.8543 9.41e-04
RAN 3.8543 8.95e-04
RE 3.8543 8.65e-04
TRBDF2 3.8543 8.84e-04
CN 3.8543 8.56e-04
Hagan 3.8643 1.43e-03
LMG3 3.8643 9.00e-04
LMG2 3.8643 9.25e-04
RAN 3.8643 8.79e-04
RE 3.8643 8.50e-04
TRBDF2 3.8643 8.68e-04
CN 3.8643 8.40e-04
Hagan 3.8744 1.41e-03
LMG3 3.8744 8.84e-04
LMG2 3.8744 9.09e-04
RAN 3.8744 8.64e-04
RE 3.8744 8.35e-04
TRBDF2 3.8744 8.53e-04
CN 3.8744 8.25e-04
Hagan 3.8844 1.39e-03
LMG3 3.8844 8.68e-04
LMG2 3.8844 8.93e-04
RAN 3.8844 8.49e-04
RE 3.8844 8.20e-04
TRBDF2 3.8844 8.38e-04
CN 3.8844 8.11e-04
Hagan 3.8945 1.38e-03
LMG3 3.8945 8.53e-04
LMG2 3.8945 8.77e-04
RAN 3.8945 8.34e-04
RE 3.8945 8.05e-04
TRBDF2 3.8945 8.23e-04
CN 3.8945 7.96e-04
Hagan 3.9045 1.36e-03
LMG3 3.9045 8.38e-04
LMG2 3.9045 8.62e-04
RAN 3.9045 8.19e-04
RE 3.9045 7.91e-04
TRBDF2 3.9045 8.08e-04
CN 3.9045 7.82e-04
Hagan 3.9146 1.34e-03
LMG3 3.9146 8.23e-04
LMG2 3.9146 8.46e-04
RAN 3.9146 8.04e-04
RE 3.9146 7.77e-04
TRBDF2 3.9146 7.94e-04
CN 3.9146 7.68e-04
Hagan 3.9246 1.32e-03
LMG3 3.9246 8.08e-04
LMG2 3.9246 8.31e-04
RAN 3.9246 7.90e-04
RE 3.9246 7.63e-04
TRBDF2 3.9246 7.79e-04
CN 3.9246 7.54e-04
Hagan 3.9347 1.31e-03
LMG3 3.9347 7.94e-04
LMG2 3.9347 8.16e-04
RAN 3.9347 7.76e-04
RE 3.9347 7.49e-04
TRBDF2 3.9347 7.65e-04
CN 3.9347 7.40e-04
Hagan 3.9447 1.29e-03
LMG3 3.9447 7.79e-04
LMG2 3.9447 8.02e-04
RAN 3.9447 7.62e-04
RE 3.9447 7.36e-04
TRBDF2 3.9447 7.52e-04
CN 3.9447 7.27e-04
Hagan 3.9548 1.28e-03
LMG3 3.9548 7.65e-04
LMG2 3.9548 7.88e-04
RAN 3.9548 7.49e-04
RE 3.9548 7.23e-04
TRBDF2 3.9548 7.38e-04
CN 3.9548 7.14e-04
Hagan 3.9648 1.26e-03
LMG3 3.9648 7.52e-04
LMG2 3.9648 7.73e-04
RAN 3.9648 7.35e-04
RE 3.9648 7.10e-04
TRBDF2 3.9648 7.25e-04
CN 3.9648 7.01e-04
Hagan 3.9749 1.25e-03
LMG3 3.9749 7.38e-04
LMG2 3.9749 7.60e-04
RAN 3.9749 7.22e-04
RE 3.9749 6.97e-04
TRBDF2 3.9749 7.11e-04
CN 3.9749 6.88e-04
Hagan 3.9849 1.23e-03
LMG3 3.9849 7.25e-04
LMG2 3.9849 7.46e-04
RAN 3.9849 7.09e-04
RE 3.9849 6.84e-04
TRBDF2 3.9849 6.98e-04
CN 3.9849 6.75e-04
Hagan 3.9950 1.21e-03
LMG3 3.9950 7.11e-04
LMG2 3.9950 7.32e-04
RAN 3.9950 6.96e-04
RE 3.9950 6.72e-04
TRBDF2 3.9950 6.86e-04
CN 3.9950 6.63e-04
Hagan 4.0050 1.20e-03
LMG3 4.0050 6.99e-04
LMG2 4.0050 7.19e-04
RAN 4.0050 6.83e-04
RE 4.0050 6.60e-04
TRBDF2 4.0050 6.73e-04
CN 4.0050 6.51e-04
Hagan 4.0151 1.19e-03
LMG3 4.0151 6.86e-04
LMG2 4.0151 7.06e-04
RAN 4.0151 6.71e-04
RE 4.0151 6.48e-04
TRBDF2 4.0151 6.61e-04
CN 4.0151 6.39e-04
Hagan 4.0251 1.17e-03
LMG3 4.0251 6.73e-04
LMG2 4.0251 6.93e-04
RAN 4.0251 6.59e-04
RE 4.0251 6.36e-04
TRBDF2 4.0251 6.49e-04
CN 4.0251 6.27e-04
Hagan 4.0352 1.16e-03
LMG3 4.0352 6.61e-04
LMG2 4.0352 6.80e-04
RAN 4.0352 6.47e-04
RE 4.0352 6.24e-04
TRBDF2 4.0352 6.37e-04
CN 4.0352 6.15e-04
Hagan 4.0452 1.14e-03
LMG3 4.0452 6.49e-04
LMG2 4.0452 6.68e-04
RAN 4.0452 6.35e-04
RE 4.0452 6.13e-04
TRBDF2 4.0452 6.25e-04
CN 4.0452 6.04e-04
Hagan 4.0553 1.13e-03
LMG3 4.0553 6.36e-04
LMG2 4.0553 6.56e-04
RAN 4.0553 6.23e-04
RE 4.0553 6.01e-04
TRBDF2 4.0553 6.13e-04
CN 4.0553 5.93e-04
Hagan 4.0653 1.12e-03
LMG3 4.0653 6.25e-04
LMG2 4.0653 6.43e-04
RAN 4.0653 6.11e-04
RE 4.0653 5.90e-04
TRBDF2 4.0653 6.02e-04
CN 4.0653 5.81e-04
Hagan 4.0754 1.10e-03
LMG3 4.0754 6.13e-04
LMG2 4.0754 6.31e-04
RAN 4.0754 6.00e-04
RE 4.0754 5.79e-04
TRBDF2 4.0754 5.90e-04
CN 4.0754 5.70e-04
Hagan 4.0854 1.09e-03
LMG3 4.0854 6.01e-04
LMG2 4.0854 6.20e-04
RAN 4.0854 5.89e-04
RE 4.0854 5.68e-04
TRBDF2 4.0854 5.79e-04
CN 4.0854 5.60e-04
Hagan 4.0955 1.08e-03
LMG3 4.0955 5.90e-04
LMG2 4.0955 6.08e-04
RAN 4.0955 5.78e-04
RE 4.0955 5.57e-04
TRBDF2 4.0955 5.68e-04
CN 4.0955 5.49e-04
Hagan 4.1055 1.06e-03
LMG3 4.1055 5.79e-04
LMG2 4.1055 5.97e-04
RAN 4.1055 5.67e-04
RE 4.1055 5.47e-04
TRBDF2 4.1055 5.57e-04
CN 4.1055 5.39e-04
Hagan 4.1156 1.05e-03
LMG3 4.1156 5.68e-04
LMG2 4.1156 5.85e-04
RAN 4.1156 5.56e-04
RE 4.1156 5.37e-04
TRBDF2 4.1156 5.47e-04
CN 4.1156 5.28e-04
Hagan 4.1256 1.04e-03
LMG3 4.1256 5.57e-04
LMG2 4.1256 5.74e-04
RAN 4.1256 5.46e-04
RE 4.1256 5.26e-04
TRBDF2 4.1256 5.36e-04
CN 4.1256 5.18e-04
Hagan 4.1357 1.03e-03
LMG3 4.1357 5.46e-04
LMG2 4.1357 5.63e-04
RAN 4.1357 5.35e-04
RE 4.1357 5.16e-04
TRBDF2 4.1357 5.26e-04
CN 4.1357 5.08e-04
Hagan 4.1457 1.01e-03
LMG3 4.1457 5.36e-04
LMG2 4.1457 5.52e-04
RAN 4.1457 5.25e-04
RE 4.1457 5.06e-04
TRBDF2 4.1457 5.16e-04
CN 4.1457 4.98e-04
Hagan 4.1558 1.00e-03
LMG3 4.1558 5.25e-04
LMG2 4.1558 5.42e-04
RAN 4.1558 5.15e-04
RE 4.1558 4.96e-04
TRBDF2 4.1558 5.06e-04
CN 4.1558 4.88e-04
Hagan 4.1658 9.91e-04
LMG3 4.1658 5.15e-04
LMG2 4.1658 5.31e-04
RAN 4.1658 5.05e-04
RE 4.1658 4.87e-04
TRBDF2 4.1658 4.96e-04
CN 4.1658 4.79e-04
Hagan 4.1759 9.79e-04
LMG3 4.1759 5.05e-04
LMG2 4.1759 5.21e-04
RAN 4.1759 4.95e-04
RE 4.1759 4.77e-04
TRBDF2 4.1759 4.86e-04
CN 4.1759 4.69e-04
Hagan 4.1859 9.68e-04
LMG3 4.1859 4.95e-04
LMG2 4.1859 5.11e-04
RAN 4.1859 4.85e-04
RE 4.1859 4.68e-04
TRBDF2 4.1859 4.76e-04
CN 4.1859 4.60e-04
Hagan 4.1960 9.57e-04
LMG3 4.1960 4.85e-04
LMG2 4.1960 5.00e-04
RAN 4.1960 4.76e-04
RE 4.1960 4.59e-04
TRBDF2 4.1960 4.67e-04
CN 4.1960 4.51e-04
Hagan 4.2060 9.46e-04
LMG3 4.2060 4.76e-04
LMG2 4.2060 4.91e-04
RAN 4.2060 4.66e-04
RE 4.2060 4.49e-04
TRBDF2 4.2060 4.58e-04
CN 4.2060 4.42e-04
Hagan 4.2161 9.35e-04
LMG3 4.2161 4.66e-04
LMG2 4.2161 4.81e-04
RAN 4.2161 4.57e-04
RE 4.2161 4.41e-04
TRBDF2 4.2161 4.48e-04
CN 4.2161 4.33e-04
Hagan 4.2261 9.24e-04
LMG3 4.2261 4.57e-04
LMG2 4.2261 4.71e-04
RAN 4.2261 4.48e-04
RE 4.2261 4.32e-04
TRBDF2 4.2261 4.39e-04
CN 4.2261 4.24e-04
Hagan 4.2362 9.14e-04
LMG3 4.2362 4.48e-04
LMG2 4.2362 4.62e-04
RAN 4.2362 4.39e-04
RE 4.2362 4.23e-04
TRBDF2 4.2362 4.30e-04
CN 4.2362 4.16e-04
Hagan 4.2462 9.03e-04
LMG3 4.2462 4.38e-04
LMG2 4.2462 4.52e-04
RAN 4.2462 4.30e-04
RE 4.2462 4.14e-04
TRBDF2 4.2462 4.22e-04
CN 4.2462 4.07e-04
Hagan 4.2563 8.93e-04
LMG3 4.2563 4.29e-04
LMG2 4.2563 4.43e-04
RAN 4.2563 4.21e-04
RE 4.2563 4.06e-04
TRBDF2 4.2563 4.13e-04
CN 4.2563 3.99e-04
Hagan 4.2663 8.83e-04
LMG3 4.2663 4.20e-04
LMG2 4.2663 4.34e-04
RAN 4.2663 4.12e-04
RE 4.2663 3.97e-04
TRBDF2 4.2663 4.04e-04
CN 4.2663 3.90e-04
Hagan 4.2764 8.73e-04
LMG3 4.2764 4.12e-04
LMG2 4.2764 4.25e-04
RAN 4.2764 4.04e-04
RE 4.2764 3.89e-04
TRBDF2 4.2764 3.96e-04
CN 4.2764 3.82e-04
Hagan 4.2864 8.63e-04
LMG3 4.2864 4.03e-04
LMG2 4.2864 4.16e-04
RAN 4.2864 3.95e-04
RE 4.2864 3.81e-04
TRBDF2 4.2864 3.88e-04
CN 4.2864 3.74e-04
Hagan 4.2965 8.53e-04
LMG3 4.2965 3.95e-04
LMG2 4.2965 4.07e-04
RAN 4.2965 3.87e-04
RE 4.2965 3.73e-04
TRBDF2 4.2965 3.79e-04
CN 4.2965 3.66e-04
Hagan 4.3065 8.43e-04
LMG3 4.3065 3.86e-04
LMG2 4.3065 3.98e-04
RAN 4.3065 3.79e-04
RE 4.3065 3.65e-04
TRBDF2 4.3065 3.71e-04
CN 4.3065 3.58e-04
Hagan 4.3166 8.34e-04
LMG3 4.3166 3.78e-04
LMG2 4.3166 3.90e-04
RAN 4.3166 3.70e-04
RE 4.3166 3.57e-04
TRBDF2 4.3166 3.63e-04
CN 4.3166 3.51e-04
Hagan 4.3266 8.24e-04
LMG3 4.3266 3.70e-04
LMG2 4.3266 3.82e-04
RAN 4.3266 3.62e-04
RE 4.3266 3.49e-04
TRBDF2 4.3266 3.55e-04
CN 4.3266 3.43e-04
Hagan 4.3367 8.15e-04
LMG3 4.3367 3.62e-04
LMG2 4.3367 3.73e-04
RAN 4.3367 3.55e-04
RE 4.3367 3.42e-04
TRBDF2 4.3367 3.48e-04
CN 4.3367 3.35e-04
Hagan 4.3467 8.06e-04
LMG3 4.3467 3.54e-04
LMG2 4.3467 3.65e-04
RAN 4.3467 3.47e-04
RE 4.3467 3.34e-04
TRBDF2 4.3467 3.40e-04
CN 4.3467 3.28e-04
Hagan 4.3568 7.97e-04
LMG3 4.3568 3.46e-04
LMG2 4.3568 3.57e-04
RAN 4.3568 3.39e-04
RE 4.3568 3.27e-04
TRBDF2 4.3568 3.32e-04
CN 4.3568 3.21e-04
Hagan 4.3668 7.88e-04
LMG3 4.3668 3.38e-04
LMG2 4.3668 3.49e-04
RAN 4.3668 3.31e-04
RE 4.3668 3.19e-04
TRBDF2 4.3668 3.25e-04
CN 4.3668 3.14e-04
Hagan 4.3769 7.79e-04
LMG3 4.3769 3.30e-04
LMG2 4.3769 3.41e-04
RAN 4.3769 3.24e-04
RE 4.3769 3.12e-04
TRBDF2 4.3769 3.18e-04
CN 4.3769 3.06e-04
Hagan 4.3869 7.71e-04
LMG3 4.3869 3.23e-04
LMG2 4.3869 3.33e-04
RAN 4.3869 3.17e-04
RE 4.3869 3.05e-04
TRBDF2 4.3869 3.10e-04
CN 4.3869 2.99e-04
Hagan 4.3970 7.62e-04
LMG3 4.3970 3.15e-04
LMG2 4.3970 3.26e-04
RAN 4.3970 3.09e-04
RE 4.3970 2.98e-04
TRBDF2 4.3970 3.03e-04
CN 4.3970 2.92e-04
Hagan 4.4070 7.54e-04
LMG3 4.4070 3.08e-04
LMG2 4.4070 3.18e-04
RAN 4.4070 3.02e-04
RE 4.4070 2.91e-04
TRBDF2 4.4070 2.96e-04
CN 4.4070 2.86e-04
Hagan 4.4171 7.46e-04
LMG3 4.4171 3.01e-04
LMG2 4.4171 3.11e-04
RAN 4.4171 2.95e-04
RE 4.4171 2.84e-04
TRBDF2 4.4171 2.89e-04
CN 4.4171 2.79e-04
Hagan 4.4271 7.37e-04
LMG3 4.4271 2.94e-04
LMG2 4.4271 3.03e-04
RAN 4.4271 2.88e-04
RE 4.4271 2.78e-04
TRBDF2 4.4271 2.82e-04
CN 4.4271 2.72e-04
Hagan 4.4372 7.29e-04
LMG3 4.4372 2.87e-04
LMG2 4.4372 2.96e-04
RAN 4.4372 2.81e-04
RE 4.4372 2.71e-04
TRBDF2 4.4372 2.75e-04
CN 4.4372 2.66e-04
Hagan 4.4472 7.21e-04
LMG3 4.4472 2.80e-04
LMG2 4.4472 2.89e-04
RAN 4.4472 2.74e-04
RE 4.4472 2.64e-04
TRBDF2 4.4472 2.69e-04
CN 4.4472 2.59e-04
Hagan 4.4573 7.14e-04
LMG3 4.4573 2.73e-04
LMG2 4.4573 2.82e-04
RAN 4.4573 2.68e-04
RE 4.4573 2.58e-04
TRBDF2 4.4573 2.62e-04
CN 4.4573 2.53e-04
Hagan 4.4673 7.06e-04
LMG3 4.4673 2.66e-04
LMG2 4.4673 2.75e-04
RAN 4.4673 2.61e-04
RE 4.4673 2.51e-04
TRBDF2 4.4673 2.55e-04
CN 4.4673 2.46e-04
Hagan 4.4774 6.98e-04
LMG3 4.4774 2.59e-04
LMG2 4.4774 2.68e-04
RAN 4.4774 2.54e-04
RE 4.4774 2.45e-04
TRBDF2 4.4774 2.49e-04
CN 4.4774 2.40e-04
Hagan 4.4874 6.91e-04
LMG3 4.4874 2.53e-04
LMG2 4.4874 2.61e-04
RAN 4.4874 2.48e-04
RE 4.4874 2.39e-04
TRBDF2 4.4874 2.43e-04
CN 4.4874 2.34e-04
Hagan 4.4975 6.83e-04
LMG3 4.4975 2.46e-04
LMG2 4.4975 2.54e-04
RAN 4.4975 2.41e-04
RE 4.4975 2.33e-04
TRBDF2 4.4975 2.36e-04
CN 4.4975 2.28e-04
Hagan 4.5075 6.76e-04
LMG3 4.5075 2.40e-04
LMG2 4.5075 2.47e-04
RAN 4.5075 2.35e-04
RE 4.5075 2.26e-04
TRBDF2 4.5075 2.30e-04
CN 4.5075 2.22e-04
Hagan 4.5176 6.68e-04
LMG3 4.5176 2.33e-04
LMG2 4.5176 2.41e-04
RAN 4.5176 2.29e-04
RE 4.5176 2.20e-04
TRBDF2 4.5176 2.24e-04
CN 4.5176 2.16e-04
Hagan 4.5276 6.61e-04
LMG3 4.5276 2.27e-04
LMG2 4.5276 2.34e-04
RAN 4.5276 2.23e-04
RE 4.5276 2.14e-04
TRBDF2 4.5276 2.18e-04
CN 4.5276 2.10e-04
Hagan 4.5377 6.54e-04
LMG3 4.5377 2.21e-04
LMG2 4.5377 2.28e-04
RAN 4.5377 2.17e-04
RE 4.5377 2.09e-04
TRBDF2 4.5377 2.12e-04
CN 4.5377 2.04e-04
Hagan 4.5477 6.47e-04
LMG3 4.5477 2.14e-04
LMG2 4.5477 2.22e-04
RAN 4.5477 2.11e-04
RE 4.5477 2.03e-04
TRBDF2 4.5477 2.06e-04
CN 4.5477 1.99e-04
Hagan 4.5578 6.40e-04
LMG3 4.5578 2.08e-04
LMG2 4.5578 2.15e-04
RAN 4.5578 2.05e-04
RE 4.5578 1.97e-04
TRBDF2 4.5578 2.00e-04
CN 4.5578 1.93e-04
Hagan 4.5678 6.33e-04
LMG3 4.5678 2.02e-04
LMG2 4.5678 2.09e-04
RAN 4.5678 1.99e-04
RE 4.5678 1.91e-04
TRBDF2 4.5678 1.94e-04
CN 4.5678 1.87e-04
Hagan 4.5779 6.27e-04
LMG3 4.5779 1.97e-04
LMG2 4.5779 2.03e-04
RAN 4.5779 1.93e-04
RE 4.5779 1.86e-04
TRBDF2 4.5779 1.89e-04
CN 4.5779 1.82e-04
Hagan 4.5879 6.20e-04
LMG3 4.5879 1.91e-04
LMG2 4.5879 1.97e-04
RAN 4.5879 1.87e-04
RE 4.5879 1.80e-04
TRBDF2 4.5879 1.83e-04
CN 4.5879 1.77e-04
Hagan 4.5980 6.14e-04
LMG3 4.5980 1.85e-04
LMG2 4.5980 1.91e-04
RAN 4.5980 1.81e-04
RE 4.5980 1.75e-04
TRBDF2 4.5980 1.78e-04
CN 4.5980 1.71e-04
Hagan 4.6080 6.07e-04
LMG3 4.6080 1.79e-04
LMG2 4.6080 1.85e-04
RAN 4.6080 1.76e-04
RE 4.6080 1.69e-04
TRBDF2 4.6080 1.72e-04
CN 4.6080 1.66e-04
Hagan 4.6181 6.01e-04
LMG3 4.6181 1.74e-04
LMG2 4.6181 1.79e-04
RAN 4.6181 1.70e-04
RE 4.6181 1.64e-04
TRBDF2 4.6181 1.67e-04
CN 4.6181 1.61e-04
Hagan 4.6281 5.94e-04
LMG3 4.6281 1.68e-04
LMG2 4.6281 1.74e-04
RAN 4.6281 1.65e-04
RE 4.6281 1.59e-04
TRBDF2 4.6281 1.61e-04
CN 4.6281 1.56e-04
Hagan 4.6382 5.88e-04
LMG3 4.6382 1.63e-04
LMG2 4.6382 1.68e-04
RAN 4.6382 1.60e-04
RE 4.6382 1.54e-04
TRBDF2 4.6382 1.56e-04
CN 4.6382 1.50e-04
Hagan 4.6482 5.82e-04
LMG3 4.6482 1.57e-04
LMG2 4.6482 1.62e-04
RAN 4.6482 1.54e-04
RE 4.6482 1.49e-04
TRBDF2 4.6482 1.51e-04
CN 4.6482 1.45e-04
Hagan 4.6583 5.76e-04
LMG3 4.6583 1.52e-04
LMG2 4.6583 1.57e-04
RAN 4.6583 1.49e-04
RE 4.6583 1.43e-04
TRBDF2 4.6583 1.46e-04
CN 4.6583 1.40e-04
Hagan 4.6683 5.70e-04
LMG3 4.6683 1.46e-04
LMG2 4.6683 1.51e-04
RAN 4.6683 1.44e-04
RE 4.6683 1.38e-04
TRBDF2 4.6683 1.41e-04
CN 4.6683 1.36e-04
Hagan 4.6784 5.64e-04
LMG3 4.6784 1.41e-04
LMG2 4.6784 1.46e-04
RAN 4.6784 1.39e-04
RE 4.6784 1.33e-04
TRBDF2 4.6784 1.36e-04
CN 4.6784 1.31e-04
Hagan 4.6884 5.58e-04
LMG3 4.6884 1.36e-04
LMG2 4.6884 1.41e-04
RAN 4.6884 1.34e-04
RE 4.6884 1.29e-04
TRBDF2 4.6884 1.31e-04
CN 4.6884 1.26e-04
Hagan 4.6985 5.52e-04
LMG3 4.6985 1.31e-04
LMG2 4.6985 1.35e-04
RAN 4.6985 1.29e-04
RE 4.6985 1.24e-04
TRBDF2 4.6985 1.26e-04
CN 4.6985 1.21e-04
Hagan 4.7085 5.47e-04
LMG3 4.7085 1.26e-04
LMG2 4.7085 1.30e-04
RAN 4.7085 1.24e-04
RE 4.7085 1.19e-04
TRBDF2 4.7085 1.21e-04
CN 4.7085 1.16e-04
Hagan 4.7186 5.41e-04
LMG3 4.7186 1.21e-04
LMG2 4.7186 1.25e-04
RAN 4.7186 1.19e-04
RE 4.7186 1.14e-04
TRBDF2 4.7186 1.16e-04
CN 4.7186 1.12e-04
Hagan 4.7286 5.35e-04
LMG3 4.7286 1.16e-04
LMG2 4.7286 1.20e-04
RAN 4.7286 1.14e-04
RE 4.7286 1.10e-04
TRBDF2 4.7286 1.11e-04
CN 4.7286 1.07e-04
Hagan 4.7387 5.30e-04
LMG3 4.7387 1.11e-04
LMG2 4.7387 1.15e-04
RAN 4.7387 1.09e-04
RE 4.7387 1.05e-04
TRBDF2 4.7387 1.07e-04
CN 4.7387 1.03e-04
Hagan 4.7487 5.24e-04
LMG3 4.7487 1.06e-04
LMG2 4.7487 1.10e-04
RAN 4.7487 1.04e-04
RE 4.7487 1.00e-04
TRBDF2 4.7487 1.02e-04
CN 4.7487 9.83e-05
Hagan 4.7588 5.19e-04
LMG3 4.7588 1.01e-04
LMG2 4.7588 1.05e-04
RAN 4.7588 9.96e-05
RE 4.7588 9.59e-05
TRBDF2 4.7588 9.74e-05
CN 4.7588 9.39e-05
Hagan 4.7688 5.14e-04
LMG3 4.7688 9.67e-05
LMG2 4.7688 1.00e-04
RAN 4.7688 9.50e-05
RE 4.7688 9.15e-05
TRBDF2 4.7688 9.29e-05
CN 4.7688 8.95e-05
Hagan 4.7789 5.09e-04
LMG3 4.7789 9.21e-05
LMG2 4.7789 9.52e-05
RAN 4.7789 9.04e-05
RE 4.7789 8.71e-05
TRBDF2 4.7789 8.84e-05
CN 4.7789 8.52e-05
Hagan 4.7889 5.03e-04
LMG3 4.7889 8.75e-05
LMG2 4.7889 9.04e-05
RAN 4.7889 8.59e-05
RE 4.7889 8.27e-05
TRBDF2 4.7889 8.40e-05
CN 4.7889 8.09e-05
Hagan 4.7990 4.98e-04
LMG3 4.7990 8.29e-05
LMG2 4.7990 8.57e-05
RAN 4.7990 8.14e-05
RE 4.7990 7.84e-05
TRBDF2 4.7990 7.96e-05
CN 4.7990 7.67e-05
Hagan 4.8090 4.93e-04
LMG3 4.8090 7.84e-05
LMG2 4.8090 8.11e-05
RAN 4.8090 7.70e-05
RE 4.8090 7.42e-05
TRBDF2 4.8090 7.53e-05
CN 4.8090 7.26e-05
Hagan 4.8191 4.88e-04
LMG3 4.8191 7.40e-05
LMG2 4.8191 7.65e-05
RAN 4.8191 7.26e-05
RE 4.8191 7.00e-05
TRBDF2 4.8191 7.10e-05
CN 4.8191 6.84e-05
Hagan 4.8291 4.83e-04
LMG3 4.8291 6.96e-05
LMG2 4.8291 7.19e-05
RAN 4.8291 6.83e-05
RE 4.8291 6.58e-05
TRBDF2 4.8291 6.68e-05
CN 4.8291 6.44e-05
Hagan 4.8392 4.78e-04
LMG3 4.8392 6.52e-05
LMG2 4.8392 6.74e-05
RAN 4.8392 6.41e-05
RE 4.8392 6.17e-05
TRBDF2 4.8392 6.26e-05
CN 4.8392 6.04e-05
