gamma K price vol
0.0 0.002 3.292486997365317E-4 0.6144257038285497
0.0 0.004 5.914926226408033E-4 0.5176772891178087
0.0 0.006000000000000001 9.00551911856068E-4 0.4681124617243936
0.0 0.008 0.0012508455288902142 0.4345729400408806
0.0 0.01 0.001637052500077596 0.40877838953015366
0.0 0.012000000000000002 0.0020602529771028572 0.3878176529464455
0.0 0.014000000000000002 0.0025194686040449898 0.37004537464269194
0.0 0.016 0.0030155539300552978 0.35460342780732146
0.0 0.018000000000000002 0.003548652806832074 0.3409072270397272
0.0 0.02 0.004119918970813345 0.328602444253599
0.0 0.022000000000000002 0.00473005213711083 0.3174181252969851
0.0 0.024000000000000004 0.005380558221401751 0.30718170178150506
0.0 0.026000000000000002 0.006072546456088317 0.29774895911332167
0.0 0.028000000000000004 0.006807906606107282 0.289030834301105
0.0 0.03 0.007588140904034408 0.2809468376112087
0.0 0.032 0.008415521179354868 0.2734534642851276
0.0 0.034 0.009291991157365603 0.26650986849953046
0.0 0.036000000000000004 0.010220037383207044 0.260098675599364
0.0 0.038000000000000006 0.011202117378457454 0.2542101882047065
0.0 0.04 0.01224026193910029 0.24883422908079142
0.0 0.042 0.011336901134820568 0.24397900413249865
0.0 0.044000000000000004 0.010493294666091807 0.23963830226906796
0.0 0.046000000000000006 0.009712191278179516 0.23584770630272886
0.0 0.04800000000000001 0.008991553906392736 0.23255770683346882
0.0 0.05 0.00833178274032368 0.22978108287289356
0.0 0.052000000000000005 0.0077283147623883365 0.22744329089488266
0.0 0.054000000000000006 0.007178330095237786 0.22551431166443694
0.0 0.05600000000000001 0.0066769995077589905 0.22393121734367563
0.0 0.05800000000000001 0.006219890589961224 0.22264309321827264
0.0 0.06 0.005802993001128641 0.22160937482654616
0.0 0.062 0.0054218638850509395 0.22078077244243327
0.0 0.064 0.005073368378220741 0.22013343789582612
0.0 0.066 0.004753702474907153 0.21962766294160022
0.0 0.068 0.00446043074557041 0.21924979440336323
0.0 0.07 0.004190484059782192 0.21896988958789654
0.0 0.07200000000000001 0.00394195951447727 0.21878026893076905
0.0 0.07400000000000001 0.003712430784350135 0.21865879435448696
0.0 0.07600000000000001 0.0035003990056933147 0.21860129097613837
0.0 0.07800000000000001 0.0033039534402026865 0.2185913919929721
0.0 0.08 0.003121903386362691 0.21862698061030483
0.0 0.08200000000000002 0.0029527392026503204 0.2186958770174516
0.0 0.084 0.0027955069707837833 0.21879720196760502
0.0 0.086 0.0026490063886082126 0.21892175168760944
0.0 0.08800000000000001 0.0025124669662198113 0.2190693861901289
0.0 0.09 0.0023849271783650903 0.21923307302491998
0.0 0.09200000000000001 0.00226575982893828 0.21941309923056604
0.0 0.094 0.002154188652905799 0.21960402168357956
0.0 0.09600000000000002 0.0020496993317976036 0.21980636902279307
0.0 0.098 0.0019516603513616319 0.2200158756370661
0.0 0.1 0.0018596470339103705 0.22023319773227246
0.0 0.10200000000000001 0.001773141842169302 0.22045495308987267
0.0 0.10400000000000001 0.0016917918406473826 0.22068185529160658
0.0 0.10600000000000001 0.0016151699457306 0.22091119306749807
0.0 0.10800000000000001 0.0015429810645133425 0.22114369443303636
0.0 0.11 0.0014748704530588577 0.2213771637697411
0.0 0.11200000000000002 0.0014105899808465573 0.22161231767776846
0.0 0.114 0.0013498431861074908 0.22184736129744584
0.0 0.11600000000000002 0.0012924203186499982 0.22208299706173948
0.0 0.11800000000000001 0.0012380722039588082 0.22231771725582372
0.0 0.12 0.0011866206532358105 0.22255219317894126
0.0 0.12200000000000001 0.0011378551139010738 0.22278519433012176
0.0 0.124 0.001091623502784789 0.2230173374032303
0.0 0.126 0.0010477470096758436 0.22324759174644002
0.0 0.128 0.0010060952631182091 0.22347653418142327
0.0 0.13 9.665156951103122E-4 0.2237032954495676
0.0 0.132 9.288960850776732E-4 0.22392841294572166
0.0 0.134 8.931056805919649E-4 0.2241511487941213
0.0 0.136 8.590475092131567E-4 0.22437200238353444
0.0 0.138 8.26609048961474E-4 0.2245903435937806
0.0 0.14 7.957061960278216E-4 0.22480663577866294
0.0 0.14200000000000002 7.662417379655914E-4 0.2250203378188682
0.0 0.14400000000000002 7.381424787075469E-4 0.2252318792817963
0.0 0.14600000000000002 7.113241221481335E-4 0.22544079304734968
0.0 0.14800000000000002 6.857227559556977E-4 0.22564747724773418
0.0 0.15 6.612650290882783E-4 0.22585152667515798
0.0 0.15200000000000002 6.378949615712442E-4 0.2260533103700466
0.0 0.154 6.155485154804804E-4 0.22625247523131908
0.0 0.15600000000000003 5.941765136224823E-4 0.22644936347550834
0.0 0.158 5.73722873703231E-4 0.22664366610151734
0.0 0.16 5.541442731001603E-4 0.2268357006550437
0.0 0.162 5.353914508418326E-4 0.22702519565689236
0.0 0.16400000000000003 5.174261396808449E-4 0.2272124459996302
0.0 0.166 5.002049480704769E-4 0.22739721229032794
0.0 0.168 4.836939879372441E-4 0.22757979144827392
0.0 0.17 4.6785493507204304E-4 0.22775991535050416
0.0 0.172 4.5265770633501134E-4 0.2279378771246846
0.0 0.17400000000000002 4.380683663734531E-4 0.22811348700647022
0.0 0.17600000000000002 4.24060147616763E-4 0.2282869814343984
0.0 0.17800000000000002 4.1060292752060815E-4 0.22845819226780445
0.0 0.18 3.976728356534732E-4 0.2286273406521422
0.0 0.182 3.8524307147416536E-4 0.22879427690724624
0.0 0.18400000000000002 3.7329230276738295E-4 0.22895920783768242
0.0 0.18600000000000003 3.617966314107152E-4 0.22912202790647
0.0 0.188 3.507369545842978E-4 0.22928284590990392
0.0 0.19 3.4009191673262524E-4 0.2294416266164877
0.0 0.19200000000000003 3.29844377940209E-4 0.2295985229595695
