Scheme Strike Density
RE 2.4171 1.48e-02
TRBDF2 2.4171 1.48e-02
CN 2.4171 1.48e-02
Hagan 2.4271 1.51e-02
LMG3 2.4271 1.44e-02
LMG2 2.4271 1.44e-02
RAN 2.4271 1.44e-02
RE 2.4271 1.44e-02
TRBDF2 2.4271 1.44e-02
CN 2.4271 1.44e-02
Hagan 2.4372 1.48e-02
LMG3 2.4372 1.41e-02
LMG2 2.4372 1.41e-02
RAN 2.4372 1.41e-02
RE 2.4372 1.41e-02
TRBDF2 2.4372 1.41e-02
CN 2.4372 1.41e-02
Hagan 2.4472 1.45e-02
LMG3 2.4472 1.38e-02
LMG2 2.4472 1.38e-02
RAN 2.4472 1.38e-02
RE 2.4472 1.37e-02
TRBDF2 2.4472 1.38e-02
CN 2.4472 1.38e-02
Hagan 2.4573 1.42e-02
LMG3 2.4573 1.34e-02
LMG2 2.4573 1.34e-02
RAN 2.4573 1.34e-02
RE 2.4573 1.34e-02
TRBDF2 2.4573 1.34e-02
CN 2.4573 1.34e-02
Hagan 2.4673 1.39e-02
LMG3 2.4673 1.31e-02
LMG2 2.4673 1.31e-02
RAN 2.4673 1.31e-02
RE 2.4673 1.31e-02
TRBDF2 2.4673 1.31e-02
CN 2.4673 1.31e-02
Hagan 2.4774 1.36e-02
LMG3 2.4774 1.28e-02
LMG2 2.4774 1.28e-02
RAN 2.4774 1.28e-02
RE 2.4774 1.28e-02
TRBDF2 2.4774 1.28e-02
CN 2.4774 1.28e-02
Hagan 2.4874 1.33e-02
LMG3 2.4874 1.25e-02
LMG2 2.4874 1.25e-02
RAN 2.4874 1.25e-02
RE 2.4874 1.25e-02
TRBDF2 2.4874 1.25e-02
CN 2.4874 1.25e-02
Hagan 2.4975 1.30e-02
LMG3 2.4975 1.22e-02
LMG2 2.4975 1.22e-02
RAN 2.4975 1.22e-02
RE 2.4975 1.22e-02
TRBDF2 2.4975 1.22e-02
CN 2.4975 1.22e-02
Hagan 2.5075 1.27e-02
LMG3 2.5075 1.19e-02
LMG2 2.5075 1.19e-02
RAN 2.5075 1.19e-02
RE 2.5075 1.19e-02
TRBDF2 2.5075 1.19e-02
CN 2.5075 1.19e-02
Hagan 2.5176 1.24e-02
LMG3 2.5176 1.16e-02
LMG2 2.5176 1.17e-02
RAN 2.5176 1.16e-02
RE 2.5176 1.16e-02
TRBDF2 2.5176 1.16e-02
CN 2.5176 1.16e-02
Hagan 2.5276 1.22e-02
LMG3 2.5276 1.14e-02
LMG2 2.5276 1.14e-02
RAN 2.5276 1.14e-02
RE 2.5276 1.14e-02
TRBDF2 2.5276 1.14e-02
CN 2.5276 1.14e-02
Hagan 2.5377 1.19e-02
LMG3 2.5377 1.11e-02
LMG2 2.5377 1.11e-02
RAN 2.5377 1.11e-02
RE 2.5377 1.11e-02
TRBDF2 2.5377 1.11e-02
CN 2.5377 1.11e-02
Hagan 2.5477 1.17e-02
LMG3 2.5477 1.09e-02
LMG2 2.5477 1.09e-02
RAN 2.5477 1.09e-02
RE 2.5477 1.09e-02
TRBDF2 2.5477 1.09e-02
CN 2.5477 1.09e-02
Hagan 2.5578 1.14e-02
LMG3 2.5578 1.06e-02
LMG2 2.5578 1.06e-02
RAN 2.5578 1.06e-02
RE 2.5578 1.06e-02
TRBDF2 2.5578 1.06e-02
CN 2.5578 1.06e-02
Hagan 2.5678 1.12e-02
LMG3 2.5678 1.04e-02
LMG2 2.5678 1.04e-02
RAN 2.5678 1.04e-02
RE 2.5678 1.04e-02
TRBDF2 2.5678 1.04e-02
CN 2.5678 1.04e-02
Hagan 2.5779 1.10e-02
LMG3 2.5779 1.01e-02
LMG2 2.5779 1.01e-02
RAN 2.5779 1.01e-02
RE 2.5779 1.01e-02
TRBDF2 2.5779 1.01e-02
CN 2.5779 1.01e-02
Hagan 2.5879 1.08e-02
LMG3 2.5879 9.91e-03
LMG2 2.5879 9.92e-03
RAN 2.5879 9.91e-03
RE 2.5879 9.90e-03
TRBDF2 2.5879 9.91e-03
CN 2.5879 9.91e-03
Hagan 2.5980 1.05e-02
LMG3 2.5980 9.69e-03
LMG2 2.5980 9.69e-03
RAN 2.5980 9.68e-03
RE 2.5980 9.68e-03
TRBDF2 2.5980 9.69e-03
CN 2.5980 9.69e-03
Hagan 2.6080 1.03e-02
LMG3 2.6080 9.47e-03
LMG2 2.6080 9.48e-03
RAN 2.6080 9.47e-03
RE 2.6080 9.46e-03
TRBDF2 2.6080 9.47e-03
CN 2.6080 9.47e-03
Hagan 2.6181 1.01e-02
LMG3 2.6181 9.26e-03
LMG2 2.6181 9.27e-03
RAN 2.6181 9.26e-03
RE 2.6181 9.25e-03
TRBDF2 2.6181 9.26e-03
CN 2.6181 9.26e-03
Hagan 2.6281 9.92e-03
LMG3 2.6281 9.06e-03
LMG2 2.6281 9.06e-03
RAN 2.6281 9.05e-03
RE 2.6281 9.05e-03
TRBDF2 2.6281 9.06e-03
CN 2.6281 9.06e-03
Hagan 2.6382 9.72e-03
LMG3 2.6382 8.86e-03
LMG2 2.6382 8.86e-03
RAN 2.6382 8.85e-03
RE 2.6382 8.85e-03
TRBDF2 2.6382 8.86e-03
CN 2.6382 8.86e-03
Hagan 2.6482 9.53e-03
LMG3 2.6482 8.67e-03
LMG2 2.6482 8.67e-03
RAN 2.6482 8.66e-03
RE 2.6482 8.66e-03
TRBDF2 2.6482 8.66e-03
CN 2.6482 8.66e-03
Hagan 2.6583 9.34e-03
LMG3 2.6583 8.48e-03
LMG2 2.6583 8.48e-03
RAN 2.6583 8.47e-03
RE 2.6583 8.47e-03
TRBDF2 2.6583 8.48e-03
CN 2.6583 8.47e-03
Hagan 2.6683 9.16e-03
LMG3 2.6683 8.29e-03
LMG2 2.6683 8.30e-03
RAN 2.6683 8.29e-03
RE 2.6683 8.28e-03
TRBDF2 2.6683 8.29e-03
CN 2.6683 8.29e-03
Hagan 2.6784 8.98e-03
LMG3 2.6784 8.11e-03
LMG2 2.6784 8.12e-03
RAN 2.6784 8.11e-03
RE 2.6784 8.10e-03
TRBDF2 2.6784 8.11e-03
CN 2.6784 8.11e-03
Hagan 2.6884 8.80e-03
LMG3 2.6884 7.94e-03
LMG2 2.6884 7.94e-03
RAN 2.6884 7.93e-03
RE 2.6884 7.93e-03
TRBDF2 2.6884 7.94e-03
CN 2.6884 7.94e-03
Hagan 2.6985 8.63e-03
LMG3 2.6985 7.77e-03
LMG2 2.6985 7.77e-03
RAN 2.6985 7.76e-03
RE 2.6985 7.76e-03
TRBDF2 2.6985 7.77e-03
CN 2.6985 7.76e-03
Hagan 2.7085 8.47e-03
LMG3 2.7085 7.60e-03
LMG2 2.7085 7.60e-03
RAN 2.7085 7.60e-03
RE 2.7085 7.59e-03
TRBDF2 2.7085 7.60e-03
CN 2.7085 7.60e-03
Hagan 2.7186 8.31e-03
LMG3 2.7186 7.44e-03
LMG2 2.7186 7.44e-03
RAN 2.7186 7.44e-03
RE 2.7186 7.43e-03
TRBDF2 2.7186 7.44e-03
CN 2.7186 7.44e-03
Hagan 2.7286 8.15e-03
LMG3 2.7286 7.28e-03
LMG2 2.7286 7.29e-03
RAN 2.7286 7.28e-03
RE 2.7286 7.27e-03
TRBDF2 2.7286 7.28e-03
CN 2.7286 7.28e-03
Hagan 2.7387 8.00e-03
LMG3 2.7387 7.13e-03
LMG2 2.7387 7.13e-03
RAN 2.7387 7.12e-03
RE 2.7387 7.12e-03
TRBDF2 2.7387 7.13e-03
CN 2.7387 7.13e-03
Hagan 2.7487 7.84e-03
LMG3 2.7487 6.98e-03
LMG2 2.7487 6.98e-03
RAN 2.7487 6.97e-03
RE 2.7487 6.97e-03
TRBDF2 2.7487 6.98e-03
CN 2.7487 6.98e-03
Hagan 2.7588 7.70e-03
LMG3 2.7588 6.83e-03
LMG2 2.7588 6.83e-03
RAN 2.7588 6.83e-03
RE 2.7588 6.82e-03
TRBDF2 2.7588 6.83e-03
CN 2.7588 6.83e-03
Hagan 2.7688 7.55e-03
LMG3 2.7688 6.69e-03
LMG2 2.7688 6.69e-03
RAN 2.7688 6.69e-03
RE 2.7688 6.68e-03
TRBDF2 2.7688 6.69e-03
CN 2.7688 6.69e-03
Hagan 2.7789 7.41e-03
LMG3 2.7789 6.55e-03
LMG2 2.7789 6.55e-03
RAN 2.7789 6.55e-03
RE 2.7789 6.54e-03
TRBDF2 2.7789 6.55e-03
CN 2.7789 6.55e-03
Hagan 2.7889 7.28e-03
LMG3 2.7889 6.41e-03
LMG2 2.7889 6.42e-03
RAN 2.7889 6.41e-03
RE 2.7889 6.41e-03
TRBDF2 2.7889 6.41e-03
CN 2.7889 6.41e-03
Hagan 2.7990 7.14e-03
LMG3 2.7990 6.28e-03
LMG2 2.7990 6.28e-03
RAN 2.7990 6.28e-03
RE 2.7990 6.27e-03
TRBDF2 2.7990 6.28e-03
CN 2.7990 6.28e-03
Hagan 2.8090 7.01e-03
LMG3 2.8090 6.15e-03
LMG2 2.8090 6.16e-03
RAN 2.8090 6.15e-03
RE 2.8090 6.14e-03
TRBDF2 2.8090 6.15e-03
CN 2.8090 6.15e-03
Hagan 2.8191 6.88e-03
LMG3 2.8191 6.03e-03
LMG2 2.8191 6.03e-03
RAN 2.8191 6.02e-03
RE 2.8191 6.02e-03
TRBDF2 2.8191 6.02e-03
CN 2.8191 6.02e-03
Hagan 2.8291 6.76e-03
LMG3 2.8291 5.90e-03
LMG2 2.8291 5.91e-03
RAN 2.8291 5.90e-03
RE 2.8291 5.89e-03
TRBDF2 2.8291 5.90e-03
CN 2.8291 5.90e-03
Hagan 2.8392 6.64e-03
LMG3 2.8392 5.78e-03
LMG2 2.8392 5.79e-03
RAN 2.8392 5.78e-03
RE 2.8392 5.77e-03
TRBDF2 2.8392 5.78e-03
CN 2.8392 5.78e-03
Hagan 2.8492 6.52e-03
LMG3 2.8492 5.67e-03
LMG2 2.8492 5.67e-03
RAN 2.8492 5.66e-03
RE 2.8492 5.66e-03
TRBDF2 2.8492 5.66e-03
CN 2.8492 5.66e-03
Hagan 2.8593 6.40e-03
LMG3 2.8593 5.55e-03
LMG2 2.8593 5.55e-03
RAN 2.8593 5.55e-03
RE 2.8593 5.54e-03
TRBDF2 2.8593 5.55e-03
CN 2.8593 5.55e-03
Hagan 2.8693 6.29e-03
LMG3 2.8693 5.44e-03
LMG2 2.8693 5.44e-03
RAN 2.8693 5.44e-03
RE 2.8693 5.43e-03
TRBDF2 2.8693 5.44e-03
CN 2.8693 5.44e-03
Hagan 2.8794 6.18e-03
LMG3 2.8794 5.33e-03
LMG2 2.8794 5.33e-03
RAN 2.8794 5.33e-03
RE 2.8794 5.32e-03
TRBDF2 2.8794 5.33e-03
CN 2.8794 5.33e-03
Hagan 2.8894 6.07e-03
LMG3 2.8894 5.22e-03
LMG2 2.8894 5.23e-03
RAN 2.8894 5.22e-03
RE 2.8894 5.22e-03
TRBDF2 2.8894 5.22e-03
CN 2.8894 5.22e-03
Hagan 2.8995 5.96e-03
LMG3 2.8995 5.12e-03
LMG2 2.8995 5.12e-03
RAN 2.8995 5.12e-03
RE 2.8995 5.11e-03
TRBDF2 2.8995 5.12e-03
CN 2.8995 5.12e-03
Hagan 2.9095 5.86e-03
LMG3 2.9095 5.02e-03
LMG2 2.9095 5.02e-03
RAN 2.9095 5.01e-03
RE 2.9095 5.01e-03
TRBDF2 2.9095 5.02e-03
CN 2.9095 5.02e-03
Hagan 2.9196 5.75e-03
LMG3 2.9196 4.92e-03
LMG2 2.9196 4.92e-03
RAN 2.9196 4.92e-03
RE 2.9196 4.91e-03
TRBDF2 2.9196 4.92e-03
CN 2.9196 4.92e-03
Hagan 2.9296 5.65e-03
LMG3 2.9296 4.82e-03
LMG2 2.9296 4.82e-03
RAN 2.9296 4.82e-03
RE 2.9296 4.81e-03
TRBDF2 2.9296 4.82e-03
CN 2.9296 4.82e-03
Hagan 2.9397 5.56e-03
LMG3 2.9397 4.73e-03
LMG2 2.9397 4.73e-03
RAN 2.9397 4.72e-03
RE 2.9397 4.72e-03
TRBDF2 2.9397 4.73e-03
CN 2.9397 4.72e-03
Hagan 2.9497 5.46e-03
LMG3 2.9497 4.63e-03
LMG2 2.9497 4.64e-03
RAN 2.9497 4.63e-03
RE 2.9497 4.63e-03
TRBDF2 2.9497 4.63e-03
CN 2.9497 4.63e-03
Hagan 2.9598 5.37e-03
LMG3 2.9598 4.54e-03
LMG2 2.9598 4.55e-03
RAN 2.9598 4.54e-03
RE 2.9598 4.54e-03
TRBDF2 2.9598 4.54e-03
CN 2.9598 4.54e-03
Hagan 2.9698 5.27e-03
LMG3 2.9698 4.45e-03
LMG2 2.9698 4.46e-03
RAN 2.9698 4.45e-03
RE 2.9698 4.45e-03
TRBDF2 2.9698 4.45e-03
CN 2.9698 4.45e-03
Hagan 2.9799 5.18e-03
LMG3 2.9799 4.37e-03
LMG2 2.9799 4.37e-03
RAN 2.9799 4.37e-03
RE 2.9799 4.36e-03
TRBDF2 2.9799 4.37e-03
CN 2.9799 4.37e-03
Hagan 2.9899 5.10e-03
LMG3 2.9899 4.28e-03
LMG2 2.9899 4.29e-03
RAN 2.9899 4.28e-03
RE 2.9899 4.28e-03
TRBDF2 2.9899 4.28e-03
CN 2.9899 4.28e-03
Hagan 3.0000 5.01e-03
LMG3 3.0000 4.20e-03
LMG2 3.0000 4.20e-03
RAN 3.0000 4.20e-03
RE 3.0000 4.19e-03
TRBDF2 3.0000 4.20e-03
CN 3.0000 4.20e-03
Hagan 3.0101 4.93e-03
LMG3 3.0101 4.12e-03
LMG2 3.0101 4.12e-03
RAN 3.0101 4.12e-03
RE 3.0101 4.11e-03
TRBDF2 3.0101 4.12e-03
CN 3.0101 4.12e-03
Hagan 3.0201 4.84e-03
LMG3 3.0201 4.04e-03
LMG2 3.0201 4.04e-03
RAN 3.0201 4.04e-03
RE 3.0201 4.03e-03
TRBDF2 3.0201 4.04e-03
CN 3.0201 4.04e-03
Hagan 3.0302 4.76e-03
LMG3 3.0302 3.96e-03
LMG2 3.0302 3.97e-03
RAN 3.0302 3.96e-03
RE 3.0302 3.96e-03
TRBDF2 3.0302 3.96e-03
CN 3.0302 3.96e-03
Hagan 3.0402 4.68e-03
LMG3 3.0402 3.89e-03
LMG2 3.0402 3.89e-03
RAN 3.0402 3.89e-03
RE 3.0402 3.88e-03
TRBDF2 3.0402 3.89e-03
CN 3.0402 3.89e-03
Hagan 3.0503 4.61e-03
LMG3 3.0503 3.81e-03
LMG2 3.0503 3.82e-03
RAN 3.0503 3.81e-03
RE 3.0503 3.81e-03
TRBDF2 3.0503 3.81e-03
CN 3.0503 3.81e-03
Hagan 3.0603 4.53e-03
LMG3 3.0603 3.74e-03
LMG2 3.0603 3.74e-03
RAN 3.0603 3.74e-03
RE 3.0603 3.74e-03
TRBDF2 3.0603 3.74e-03
CN 3.0603 3.74e-03
Hagan 3.0704 4.46e-03
LMG3 3.0704 3.67e-03
LMG2 3.0704 3.67e-03
RAN 3.0704 3.67e-03
RE 3.0704 3.67e-03
TRBDF2 3.0704 3.67e-03
CN 3.0704 3.67e-03
Hagan 3.0804 4.38e-03
LMG3 3.0804 3.60e-03
LMG2 3.0804 3.60e-03
RAN 3.0804 3.60e-03
RE 3.0804 3.60e-03
TRBDF2 3.0804 3.60e-03
CN 3.0804 3.60e-03
Hagan 3.0905 4.31e-03
LMG3 3.0905 3.53e-03
LMG2 3.0905 3.54e-03
RAN 3.0905 3.53e-03
RE 3.0905 3.53e-03
TRBDF2 3.0905 3.53e-03
CN 3.0905 3.53e-03
Hagan 3.1005 4.24e-03
LMG3 3.1005 3.47e-03
LMG2 3.1005 3.47e-03
RAN 3.1005 3.47e-03
RE 3.1005 3.46e-03
TRBDF2 3.1005 3.47e-03
CN 3.1005 3.47e-03
Hagan 3.1106 4.17e-03
LMG3 3.1106 3.40e-03
LMG2 3.1106 3.41e-03
RAN 3.1106 3.40e-03
RE 3.1106 3.40e-03
TRBDF2 3.1106 3.40e-03
CN 3.1106 3.40e-03
Hagan 3.1206 4.11e-03
LMG3 3.1206 3.34e-03
LMG2 3.1206 3.34e-03
RAN 3.1206 3.34e-03
RE 3.1206 3.33e-03
TRBDF2 3.1206 3.34e-03
CN 3.1206 3.34e-03
Hagan 3.1307 4.04e-03
LMG3 3.1307 3.28e-03
LMG2 3.1307 3.28e-03
RAN 3.1307 3.28e-03
RE 3.1307 3.27e-03
TRBDF2 3.1307 3.28e-03
CN 3.1307 3.28e-03
Hagan 3.1407 3.98e-03
LMG3 3.1407 3.22e-03
LMG2 3.1407 3.22e-03
RAN 3.1407 3.21e-03
RE 3.1407 3.21e-03
TRBDF2 3.1407 3.22e-03
CN 3.1407 3.21e-03
Hagan 3.1508 3.91e-03
LMG3 3.1508 3.16e-03
LMG2 3.1508 3.16e-03
RAN 3.1508 3.15e-03
RE 3.1508 3.15e-03
TRBDF2 3.1508 3.16e-03
CN 3.1508 3.15e-03
Hagan 3.1608 3.85e-03
LMG3 3.1608 3.10e-03
LMG2 3.1608 3.10e-03
RAN 3.1608 3.10e-03
RE 3.1608 3.09e-03
TRBDF2 3.1608 3.10e-03
CN 3.1608 3.10e-03
Hagan 3.1709 3.79e-03
LMG3 3.1709 3.04e-03
LMG2 3.1709 3.04e-03
RAN 3.1709 3.04e-03
RE 3.1709 3.04e-03
TRBDF2 3.1709 3.04e-03
CN 3.1709 3.04e-03
Hagan 3.1809 3.73e-03
LMG3 3.1809 2.99e-03
LMG2 3.1809 2.99e-03
RAN 3.1809 2.98e-03
RE 3.1809 2.98e-03
TRBDF2 3.1809 2.98e-03
CN 3.1809 2.98e-03
Hagan 3.1910 3.67e-03
LMG3 3.1910 2.93e-03
LMG2 3.1910 2.93e-03
RAN 3.1910 2.93e-03
RE 3.1910 2.93e-03
TRBDF2 3.1910 2.93e-03
CN 3.1910 2.93e-03
Hagan 3.2010 3.62e-03
LMG3 3.2010 2.88e-03
LMG2 3.2010 2.88e-03
RAN 3.2010 2.88e-03
RE 3.2010 2.87e-03
TRBDF2 3.2010 2.88e-03
CN 3.2010 2.88e-03
Hagan 3.2111 3.56e-03
LMG3 3.2111 2.82e-03
LMG2 3.2111 2.83e-03
RAN 3.2111 2.82e-03
RE 3.2111 2.82e-03
TRBDF2 3.2111 2.82e-03
CN 3.2111 2.82e-03
Hagan 3.2211 3.50e-03
LMG3 3.2211 2.77e-03
LMG2 3.2211 2.78e-03
RAN 3.2211 2.77e-03
RE 3.2211 2.77e-03
TRBDF2 3.2211 2.77e-03
CN 3.2211 2.77e-03
Hagan 3.2312 3.45e-03
LMG3 3.2312 2.72e-03
LMG2 3.2312 2.72e-03
RAN 3.2312 2.72e-03
RE 3.2312 2.72e-03
TRBDF2 3.2312 2.72e-03
CN 3.2312 2.72e-03
Hagan 3.2412 3.40e-03
LMG3 3.2412 2.67e-03
LMG2 3.2412 2.68e-03
RAN 3.2412 2.67e-03
RE 3.2412 2.67e-03
TRBDF2 3.2412 2.67e-03
CN 3.2412 2.67e-03
Hagan 3.2513 3.34e-03
LMG3 3.2513 2.62e-03
LMG2 3.2513 2.63e-03
RAN 3.2513 2.62e-03
RE 3.2513 2.62e-03
TRBDF2 3.2513 2.62e-03
CN 3.2513 2.62e-03
Hagan 3.2613 3.29e-03
LMG3 3.2613 2.58e-03
LMG2 3.2613 2.58e-03
RAN 3.2613 2.58e-03
RE 3.2613 2.57e-03
TRBDF2 3.2613 2.58e-03
CN 3.2613 2.58e-03
Hagan 3.2714 3.24e-03
LMG3 3.2714 2.53e-03
LMG2 3.2714 2.53e-03
RAN 3.2714 2.53e-03
RE 3.2714 2.53e-03
TRBDF2 3.2714 2.53e-03
CN 3.2714 2.53e-03
Hagan 3.2814 3.19e-03
LMG3 3.2814 2.48e-03
LMG2 3.2814 2.49e-03
RAN 3.2814 2.48e-03
RE 3.2814 2.48e-03
TRBDF2 3.2814 2.48e-03
CN 3.2814 2.48e-03
Hagan 3.2915 3.15e-03
LMG3 3.2915 2.44e-03
LMG2 3.2915 2.44e-03
RAN 3.2915 2.44e-03
RE 3.2915 2.44e-03
TRBDF2 3.2915 2.44e-03
CN 3.2915 2.44e-03
Hagan 3.3015 3.10e-03
LMG3 3.3015 2.40e-03
LMG2 3.3015 2.40e-03
RAN 3.3015 2.40e-03
RE 3.3015 2.39e-03
TRBDF2 3.3015 2.40e-03
CN 3.3015 2.40e-03
Hagan 3.3116 3.05e-03
LMG3 3.3116 2.35e-03
LMG2 3.3116 2.36e-03
RAN 3.3116 2.35e-03
RE 3.3116 2.35e-03
TRBDF2 3.3116 2.35e-03
CN 3.3116 2.35e-03
Hagan 3.3216 3.01e-03
LMG3 3.3216 2.31e-03
LMG2 3.3216 2.31e-03
RAN 3.3216 2.31e-03
RE 3.3216 2.31e-03
TRBDF2 3.3216 2.31e-03
CN 3.3216 2.31e-03
Hagan 3.3317 2.96e-03
LMG3 3.3317 2.27e-03
LMG2 3.3317 2.27e-03
RAN 3.3317 2.27e-03
RE 3.3317 2.27e-03
TRBDF2 3.3317 2.27e-03
CN 3.3317 2.27e-03
Hagan 3.3417 2.92e-03
LMG3 3.3417 2.23e-03
LMG2 3.3417 2.23e-03
RAN 3.3417 2.23e-03
RE 3.3417 2.23e-03
TRBDF2 3.3417 2.23e-03
CN 3.3417 2.23e-03
Hagan 3.3518 2.88e-03
LMG3 3.3518 2.19e-03
LMG2 3.3518 2.19e-03
RAN 3.3518 2.19e-03
RE 3.3518 2.19e-03
TRBDF2 3.3518 2.19e-03
CN 3.3518 2.19e-03
Hagan 3.3618 2.83e-03
LMG3 3.3618 2.15e-03
LMG2 3.3618 2.15e-03
RAN 3.3618 2.15e-03
RE 3.3618 2.15e-03
TRBDF2 3.3618 2.15e-03
CN 3.3618 2.15e-03
Hagan 3.3719 2.79e-03
LMG3 3.3719 2.11e-03
LMG2 3.3719 2.12e-03
RAN 3.3719 2.11e-03
RE 3.3719 2.11e-03
TRBDF2 3.3719 2.11e-03
CN 3.3719 2.11e-03
Hagan 3.3819 2.75e-03
LMG3 3.3819 2.08e-03
LMG2 3.3819 2.08e-03
RAN 3.3819 2.07e-03
RE 3.3819 2.07e-03
TRBDF2 3.3819 2.08e-03
CN 3.3819 2.07e-03
Hagan 3.3920 2.71e-03
LMG3 3.3920 2.04e-03
LMG2 3.3920 2.04e-03
RAN 3.3920 2.04e-03
RE 3.3920 2.04e-03
TRBDF2 3.3920 2.04e-03
CN 3.3920 2.04e-03
Hagan 3.4020 2.67e-03
LMG3 3.4020 2.00e-03
LMG2 3.4020 2.01e-03
RAN 3.4020 2.00e-03
RE 3.4020 2.00e-03
TRBDF2 3.4020 2.00e-03
CN 3.4020 2.00e-03
Hagan 3.4121 2.63e-03
LMG3 3.4121 1.97e-03
LMG2 3.4121 1.97e-03
RAN 3.4121 1.97e-03
RE 3.4121 1.96e-03
TRBDF2 3.4121 1.97e-03
CN 3.4121 1.97e-03
Hagan 3.4221 2.59e-03
LMG3 3.4221 1.93e-03
LMG2 3.4221 1.94e-03
RAN 3.4221 1.93e-03
RE 3.4221 1.93e-03
TRBDF2 3.4221 1.93e-03
CN 3.4221 1.93e-03
Hagan 3.4322 2.56e-03
LMG3 3.4322 1.90e-03
LMG2 3.4322 1.90e-03
RAN 3.4322 1.90e-03
RE 3.4322 1.90e-03
TRBDF2 3.4322 1.90e-03
CN 3.4322 1.90e-03
Hagan 3.4422 2.52e-03
LMG3 3.4422 1.87e-03
LMG2 3.4422 1.87e-03
RAN 3.4422 1.86e-03
RE 3.4422 1.86e-03
TRBDF2 3.4422 1.87e-03
CN 3.4422 1.86e-03
Hagan 3.4523 2.48e-03
LMG3 3.4523 1.83e-03
LMG2 3.4523 1.83e-03
RAN 3.4523 1.83e-03
RE 3.4523 1.83e-03
TRBDF2 3.4523 1.83e-03
CN 3.4523 1.83e-03
Hagan 3.4623 2.45e-03
LMG3 3.4623 1.80e-03
LMG2 3.4623 1.80e-03
RAN 3.4623 1.80e-03
RE 3.4623 1.80e-03
TRBDF2 3.4623 1.80e-03
CN 3.4623 1.80e-03
Hagan 3.4724 2.41e-03
LMG3 3.4724 1.77e-03
LMG2 3.4724 1.77e-03
RAN 3.4724 1.77e-03
RE 3.4724 1.77e-03
TRBDF2 3.4724 1.77e-03
CN 3.4724 1.77e-03
Hagan 3.4824 2.38e-03
LMG3 3.4824 1.74e-03
LMG2 3.4824 1.74e-03
RAN 3.4824 1.74e-03
RE 3.4824 1.74e-03
TRBDF2 3.4824 1.74e-03
CN 3.4824 1.74e-03
Hagan 3.4925 2.35e-03
LMG3 3.4925 1.71e-03
LMG2 3.4925 1.71e-03
RAN 3.4925 1.71e-03
RE 3.4925 1.71e-03
TRBDF2 3.4925 1.71e-03
CN 3.4925 1.71e-03
Hagan 3.5025 2.31e-03
LMG3 3.5025 1.68e-03
LMG2 3.5025 1.68e-03
RAN 3.5025 1.68e-03
RE 3.5025 1.68e-03
TRBDF2 3.5025 1.68e-03
CN 3.5025 1.68e-03
Hagan 3.5126 2.28e-03
LMG3 3.5126 1.65e-03
LMG2 3.5126 1.65e-03
RAN 3.5126 1.65e-03
RE 3.5126 1.65e-03
TRBDF2 3.5126 1.65e-03
CN 3.5126 1.65e-03
Hagan 3.5226 2.25e-03
LMG3 3.5226 1.62e-03
LMG2 3.5226 1.62e-03
RAN 3.5226 1.62e-03
RE 3.5226 1.62e-03
TRBDF2 3.5226 1.62e-03
CN 3.5226 1.62e-03
Hagan 3.5327 2.22e-03
LMG3 3.5327 1.59e-03
LMG2 3.5327 1.59e-03
RAN 3.5327 1.59e-03
RE 3.5327 1.59e-03
TRBDF2 3.5327 1.59e-03
CN 3.5327 1.59e-03
Hagan 3.5427 2.19e-03
LMG3 3.5427 1.56e-03
LMG2 3.5427 1.57e-03
RAN 3.5427 1.56e-03
RE 3.5427 1.56e-03
TRBDF2 3.5427 1.56e-03
CN 3.5427 1.56e-03
Hagan 3.5528 2.16e-03
LMG3 3.5528 1.54e-03
LMG2 3.5528 1.54e-03
RAN 3.5528 1.54e-03
RE 3.5528 1.53e-03
TRBDF2 3.5528 1.54e-03
CN 3.5528 1.54e-03
Hagan 3.5628 2.13e-03
LMG3 3.5628 1.51e-03
LMG2 3.5628 1.51e-03
RAN 3.5628 1.51e-03
RE 3.5628 1.51e-03
TRBDF2 3.5628 1.51e-03
CN 3.5628 1.51e-03
Hagan 3.5729 2.10e-03
LMG3 3.5729 1.48e-03
LMG2 3.5729 1.49e-03
RAN 3.5729 1.48e-03
RE 3.5729 1.48e-03
TRBDF2 3.5729 1.48e-03
CN 3.5729 1.48e-03
Hagan 3.5829 2.07e-03
LMG3 3.5829 1.46e-03
LMG2 3.5829 1.46e-03
RAN 3.5829 1.46e-03
RE 3.5829 1.46e-03
TRBDF2 3.5829 1.46e-03
CN 3.5829 1.46e-03
Hagan 3.5930 2.04e-03
LMG3 3.5930 1.43e-03
LMG2 3.5930 1.43e-03
RAN 3.5930 1.43e-03
RE 3.5930 1.43e-03
TRBDF2 3.5930 1.43e-03
CN 3.5930 1.43e-03
Hagan 3.6030 2.01e-03
LMG3 3.6030 1.41e-03
LMG2 3.6030 1.41e-03
RAN 3.6030 1.41e-03
RE 3.6030 1.41e-03
TRBDF2 3.6030 1.41e-03
CN 3.6030 1.41e-03
Hagan 3.6131 1.99e-03
LMG3 3.6131 1.38e-03
LMG2 3.6131 1.39e-03
RAN 3.6131 1.38e-03
RE 3.6131 1.38e-03
TRBDF2 3.6131 1.38e-03
CN 3.6131 1.38e-03
Hagan 3.6231 1.96e-03
LMG3 3.6231 1.36e-03
LMG2 3.6231 1.36e-03
RAN 3.6231 1.36e-03
RE 3.6231 1.36e-03
TRBDF2 3.6231 1.36e-03
CN 3.6231 1.36e-03
Hagan 3.6332 1.93e-03
