Scheme Strike Density
LMG3 3.6332 1.34e-03
LMG2 3.6332 1.34e-03
RAN 3.6332 1.34e-03
RE 3.6332 1.33e-03
TRBDF2 3.6332 1.34e-03
CN 3.6332 1.34e-03
Hagan 3.6432 1.91e-03
LMG3 3.6432 1.31e-03
LMG2 3.6432 1.31e-03
RAN 3.6432 1.31e-03
RE 3.6432 1.31e-03
TRBDF2 3.6432 1.31e-03
CN 3.6432 1.31e-03
Hagan 3.6533 1.88e-03
LMG3 3.6533 1.29e-03
LMG2 3.6533 1.29e-03
RAN 3.6533 1.29e-03
RE 3.6533 1.29e-03
TRBDF2 3.6533 1.29e-03
CN 3.6533 1.29e-03
Hagan 3.6633 1.86e-03
LMG3 3.6633 1.27e-03
LMG2 3.6633 1.27e-03
RAN 3.6633 1.27e-03
RE 3.6633 1.27e-03
TRBDF2 3.6633 1.27e-03
CN 3.6633 1.27e-03
Hagan 3.6734 1.83e-03
LMG3 3.6734 1.25e-03
LMG2 3.6734 1.25e-03
RAN 3.6734 1.25e-03
RE 3.6734 1.24e-03
TRBDF2 3.6734 1.25e-03
CN 3.6734 1.24e-03
Hagan 3.6834 1.81e-03
LMG3 3.6834 1.22e-03
LMG2 3.6834 1.23e-03
RAN 3.6834 1.22e-03
RE 3.6834 1.22e-03
TRBDF2 3.6834 1.22e-03
CN 3.6834 1.22e-03
Hagan 3.6935 1.78e-03
LMG3 3.6935 1.20e-03
LMG2 3.6935 1.20e-03
RAN 3.6935 1.20e-03
RE 3.6935 1.20e-03
TRBDF2 3.6935 1.20e-03
CN 3.6935 1.20e-03
Hagan 3.7035 1.76e-03
LMG3 3.7035 1.18e-03
LMG2 3.7035 1.18e-03
RAN 3.7035 1.18e-03
RE 3.7035 1.18e-03
TRBDF2 3.7035 1.18e-03
CN 3.7035 1.18e-03
Hagan 3.7136 1.74e-03
LMG3 3.7136 1.16e-03
LMG2 3.7136 1.16e-03
RAN 3.7136 1.16e-03
RE 3.7136 1.16e-03
TRBDF2 3.7136 1.16e-03
CN 3.7136 1.16e-03
Hagan 3.7236 1.71e-03
LMG3 3.7236 1.14e-03
LMG2 3.7236 1.14e-03
RAN 3.7236 1.14e-03
RE 3.7236 1.14e-03
TRBDF2 3.7236 1.14e-03
CN 3.7236 1.14e-03
Hagan 3.7337 1.69e-03
LMG3 3.7337 1.12e-03
LMG2 3.7337 1.12e-03
RAN 3.7337 1.12e-03
RE 3.7337 1.12e-03
TRBDF2 3.7337 1.12e-03
CN 3.7337 1.12e-03
Hagan 3.7437 1.67e-03
LMG3 3.7437 1.10e-03
LMG2 3.7437 1.10e-03
RAN 3.7437 1.10e-03
RE 3.7437 1.10e-03
TRBDF2 3.7437 1.10e-03
CN 3.7437 1.10e-03
Hagan 3.7538 1.65e-03
LMG3 3.7538 1.08e-03
LMG2 3.7538 1.08e-03
RAN 3.7538 1.08e-03
RE 3.7538 1.08e-03
TRBDF2 3.7538 1.08e-03
CN 3.7538 1.08e-03
Hagan 3.7638 1.62e-03
LMG3 3.7638 1.06e-03
LMG2 3.7638 1.06e-03
RAN 3.7638 1.06e-03
RE 3.7638 1.06e-03
TRBDF2 3.7638 1.06e-03
CN 3.7638 1.06e-03
Hagan 3.7739 1.60e-03
LMG3 3.7739 1.04e-03
LMG2 3.7739 1.05e-03
RAN 3.7739 1.04e-03
RE 3.7739 1.04e-03
TRBDF2 3.7739 1.04e-03
CN 3.7739 1.04e-03
Hagan 3.7839 1.58e-03
LMG3 3.7839 1.03e-03
LMG2 3.7839 1.03e-03
RAN 3.7839 1.03e-03
RE 3.7839 1.02e-03
TRBDF2 3.7839 1.03e-03
CN 3.7839 1.03e-03
Hagan 3.7940 1.56e-03
LMG3 3.7940 1.01e-03
LMG2 3.7940 1.01e-03
RAN 3.7940 1.01e-03
RE 3.7940 1.01e-03
TRBDF2 3.7940 1.01e-03
CN 3.7940 1.01e-03
Hagan 3.8040 1.54e-03
LMG3 3.8040 9.91e-04
LMG2 3.8040 9.92e-04
RAN 3.8040 9.91e-04
RE 3.8040 9.89e-04
TRBDF2 3.8040 9.91e-04
CN 3.8040 9.90e-04
Hagan 3.8141 1.52e-03
LMG3 3.8141 9.74e-04
LMG2 3.8141 9.75e-04
RAN 3.8141 9.73e-04
RE 3.8141 9.72e-04
TRBDF2 3.8141 9.73e-04
CN 3.8141 9.73e-04
Hagan 3.8241 1.50e-03
LMG3 3.8241 9.57e-04
LMG2 3.8241 9.58e-04
RAN 3.8241 9.56e-04
RE 3.8241 9.55e-04
TRBDF2 3.8241 9.56e-04
CN 3.8241 9.56e-04
Hagan 3.8342 1.48e-03
LMG3 3.8342 9.40e-04
LMG2 3.8342 9.41e-04
RAN 3.8342 9.39e-04
RE 3.8342 9.38e-04
TRBDF2 3.8342 9.39e-04
CN 3.8342 9.39e-04
Hagan 3.8442 1.47e-03
LMG3 3.8442 9.23e-04
LMG2 3.8442 9.24e-04
RAN 3.8442 9.23e-04
RE 3.8442 9.22e-04
TRBDF2 3.8442 9.23e-04
CN 3.8442 9.23e-04
Hagan 3.8543 1.45e-03
LMG3 3.8543 9.07e-04
LMG2 3.8543 9.08e-04
RAN 3.8543 9.07e-04
RE 3.8543 9.05e-04
TRBDF2 3.8543 9.07e-04
CN 3.8543 9.06e-04
Hagan 3.8643 1.43e-03
LMG3 3.8643 8.91e-04
LMG2 3.8643 8.92e-04
RAN 3.8643 8.90e-04
RE 3.8643 8.89e-04
TRBDF2 3.8643 8.91e-04
CN 3.8643 8.90e-04
Hagan 3.8744 1.41e-03
LMG3 3.8744 8.75e-04
LMG2 3.8744 8.76e-04
RAN 3.8744 8.75e-04
RE 3.8744 8.74e-04
TRBDF2 3.8744 8.75e-04
CN 3.8744 8.74e-04
Hagan 3.8844 1.39e-03
LMG3 3.8844 8.60e-04
LMG2 3.8844 8.61e-04
RAN 3.8844 8.59e-04
RE 3.8844 8.58e-04
TRBDF2 3.8844 8.59e-04
CN 3.8844 8.59e-04
Hagan 3.8945 1.38e-03
LMG3 3.8945 8.44e-04
LMG2 3.8945 8.45e-04
RAN 3.8945 8.44e-04
RE 3.8945 8.43e-04
TRBDF2 3.8945 8.44e-04
CN 3.8945 8.44e-04
Hagan 3.9045 1.36e-03
LMG3 3.9045 8.29e-04
LMG2 3.9045 8.30e-04
RAN 3.9045 8.29e-04
RE 3.9045 8.28e-04
TRBDF2 3.9045 8.29e-04
CN 3.9045 8.29e-04
Hagan 3.9146 1.34e-03
LMG3 3.9146 8.14e-04
LMG2 3.9146 8.16e-04
RAN 3.9146 8.14e-04
RE 3.9146 8.13e-04
TRBDF2 3.9146 8.14e-04
CN 3.9146 8.14e-04
Hagan 3.9246 1.32e-03
LMG3 3.9246 8.00e-04
LMG2 3.9246 8.01e-04
RAN 3.9246 8.00e-04
RE 3.9246 7.99e-04
TRBDF2 3.9246 8.00e-04
CN 3.9246 7.99e-04
Hagan 3.9347 1.31e-03
LMG3 3.9347 7.86e-04
LMG2 3.9347 7.87e-04
RAN 3.9347 7.85e-04
RE 3.9347 7.84e-04
TRBDF2 3.9347 7.85e-04
CN 3.9347 7.85e-04
Hagan 3.9447 1.29e-03
LMG3 3.9447 7.71e-04
LMG2 3.9447 7.72e-04
RAN 3.9447 7.71e-04
RE 3.9447 7.70e-04
TRBDF2 3.9447 7.71e-04
CN 3.9447 7.71e-04
Hagan 3.9548 1.28e-03
LMG3 3.9548 7.58e-04
LMG2 3.9548 7.59e-04
RAN 3.9548 7.57e-04
RE 3.9548 7.56e-04
TRBDF2 3.9548 7.57e-04
CN 3.9548 7.57e-04
Hagan 3.9648 1.26e-03
LMG3 3.9648 7.44e-04
LMG2 3.9648 7.45e-04
RAN 3.9648 7.44e-04
RE 3.9648 7.43e-04
TRBDF2 3.9648 7.44e-04
CN 3.9648 7.43e-04
Hagan 3.9749 1.25e-03
LMG3 3.9749 7.30e-04
LMG2 3.9749 7.31e-04
RAN 3.9749 7.30e-04
RE 3.9749 7.29e-04
TRBDF2 3.9749 7.30e-04
CN 3.9749 7.30e-04
Hagan 3.9849 1.23e-03
LMG3 3.9849 7.17e-04
LMG2 3.9849 7.18e-04
RAN 3.9849 7.17e-04
RE 3.9849 7.16e-04
TRBDF2 3.9849 7.17e-04
CN 3.9849 7.17e-04
Hagan 3.9950 1.21e-03
LMG3 3.9950 7.04e-04
LMG2 3.9950 7.05e-04
RAN 3.9950 7.04e-04
RE 3.9950 7.03e-04
TRBDF2 3.9950 7.04e-04
CN 3.9950 7.04e-04
Hagan 4.0050 1.20e-03
LMG3 4.0050 6.91e-04
LMG2 4.0050 6.92e-04
RAN 4.0050 6.91e-04
RE 4.0050 6.90e-04
TRBDF2 4.0050 6.91e-04
CN 4.0050 6.91e-04
Hagan 4.0151 1.19e-03
LMG3 4.0151 6.79e-04
LMG2 4.0151 6.79e-04
RAN 4.0151 6.78e-04
RE 4.0151 6.77e-04
TRBDF2 4.0151 6.78e-04
CN 4.0151 6.78e-04
Hagan 4.0251 1.17e-03
LMG3 4.0251 6.66e-04
LMG2 4.0251 6.67e-04
RAN 4.0251 6.66e-04
RE 4.0251 6.65e-04
TRBDF2 4.0251 6.66e-04
CN 4.0251 6.66e-04
Hagan 4.0352 1.16e-03
LMG3 4.0352 6.54e-04
LMG2 4.0352 6.55e-04
RAN 4.0352 6.54e-04
RE 4.0352 6.53e-04
TRBDF2 4.0352 6.54e-04
CN 4.0352 6.53e-04
Hagan 4.0452 1.14e-03
LMG3 4.0452 6.42e-04
LMG2 4.0452 6.43e-04
RAN 4.0452 6.41e-04
RE 4.0452 6.41e-04
TRBDF2 4.0452 6.41e-04
CN 4.0452 6.41e-04
Hagan 4.0553 1.13e-03
LMG3 4.0553 6.30e-04
LMG2 4.0553 6.31e-04
RAN 4.0553 6.30e-04
RE 4.0553 6.29e-04
TRBDF2 4.0553 6.30e-04
CN 4.0553 6.29e-04
Hagan 4.0653 1.12e-03
LMG3 4.0653 6.18e-04
LMG2 4.0653 6.19e-04
RAN 4.0653 6.18e-04
RE 4.0653 6.17e-04
TRBDF2 4.0653 6.18e-04
CN 4.0653 6.18e-04
Hagan 4.0754 1.10e-03
LMG3 4.0754 6.06e-04
LMG2 4.0754 6.07e-04
RAN 4.0754 6.06e-04
RE 4.0754 6.05e-04
TRBDF2 4.0754 6.06e-04
CN 4.0754 6.06e-04
Hagan 4.0854 1.09e-03
LMG3 4.0854 5.95e-04
LMG2 4.0854 5.96e-04
RAN 4.0854 5.95e-04
RE 4.0854 5.94e-04
TRBDF2 4.0854 5.95e-04
CN 4.0854 5.95e-04
Hagan 4.0955 1.08e-03
LMG3 4.0955 5.84e-04
LMG2 4.0955 5.85e-04
RAN 4.0955 5.84e-04
RE 4.0955 5.83e-04
TRBDF2 4.0955 5.84e-04
CN 4.0955 5.83e-04
Hagan 4.1055 1.06e-03
LMG3 4.1055 5.73e-04
LMG2 4.1055 5.74e-04
RAN 4.1055 5.73e-04
RE 4.1055 5.72e-04
TRBDF2 4.1055 5.73e-04
CN 4.1055 5.72e-04
Hagan 4.1156 1.05e-03
LMG3 4.1156 5.62e-04
LMG2 4.1156 5.63e-04
RAN 4.1156 5.62e-04
RE 4.1156 5.61e-04
TRBDF2 4.1156 5.62e-04
CN 4.1156 5.61e-04
Hagan 4.1256 1.04e-03
LMG3 4.1256 5.51e-04
LMG2 4.1256 5.52e-04
RAN 4.1256 5.51e-04
RE 4.1256 5.50e-04
TRBDF2 4.1256 5.51e-04
CN 4.1256 5.51e-04
Hagan 4.1357 1.03e-03
LMG3 4.1357 5.41e-04
LMG2 4.1357 5.41e-04
RAN 4.1357 5.40e-04
RE 4.1357 5.40e-04
TRBDF2 4.1357 5.40e-04
CN 4.1357 5.40e-04
Hagan 4.1457 1.01e-03
LMG3 4.1457 5.30e-04
LMG2 4.1457 5.31e-04
RAN 4.1457 5.30e-04
RE 4.1457 5.29e-04
TRBDF2 4.1457 5.30e-04
CN 4.1457 5.30e-04
Hagan 4.1558 1.00e-03
LMG3 4.1558 5.20e-04
LMG2 4.1558 5.21e-04
RAN 4.1558 5.20e-04
RE 4.1558 5.19e-04
TRBDF2 4.1558 5.20e-04
CN 4.1558 5.19e-04
Hagan 4.1658 9.91e-04
LMG3 4.1658 5.10e-04
LMG2 4.1658 5.10e-04
RAN 4.1658 5.09e-04
RE 4.1658 5.09e-04
TRBDF2 4.1658 5.09e-04
CN 4.1658 5.09e-04
Hagan 4.1759 9.79e-04
LMG3 4.1759 5.00e-04
LMG2 4.1759 5.00e-04
RAN 4.1759 4.99e-04
RE 4.1759 4.99e-04
TRBDF2 4.1759 4.99e-04
CN 4.1759 4.99e-04
Hagan 4.1859 9.68e-04
LMG3 4.1859 4.90e-04
LMG2 4.1859 4.90e-04
RAN 4.1859 4.90e-04
RE 4.1859 4.89e-04
TRBDF2 4.1859 4.90e-04
CN 4.1859 4.89e-04
Hagan 4.1960 9.57e-04
LMG3 4.1960 4.80e-04
LMG2 4.1960 4.81e-04
RAN 4.1960 4.80e-04
RE 4.1960 4.79e-04
TRBDF2 4.1960 4.80e-04
CN 4.1960 4.80e-04
Hagan 4.2060 9.46e-04
LMG3 4.2060 4.71e-04
LMG2 4.2060 4.71e-04
RAN 4.2060 4.70e-04
RE 4.2060 4.70e-04
TRBDF2 4.2060 4.70e-04
CN 4.2060 4.70e-04
Hagan 4.2161 9.35e-04
LMG3 4.2161 4.61e-04
LMG2 4.2161 4.62e-04
RAN 4.2161 4.61e-04
RE 4.2161 4.60e-04
TRBDF2 4.2161 4.61e-04
CN 4.2161 4.61e-04
Hagan 4.2261 9.24e-04
LMG3 4.2261 4.52e-04
LMG2 4.2261 4.52e-04
RAN 4.2261 4.52e-04
RE 4.2261 4.51e-04
TRBDF2 4.2261 4.52e-04
CN 4.2261 4.51e-04
Hagan 4.2362 9.14e-04
LMG3 4.2362 4.43e-04
LMG2 4.2362 4.43e-04
RAN 4.2362 4.42e-04
RE 4.2362 4.42e-04
TRBDF2 4.2362 4.42e-04
CN 4.2362 4.42e-04
Hagan 4.2462 9.03e-04
LMG3 4.2462 4.34e-04
LMG2 4.2462 4.34e-04
RAN 4.2462 4.33e-04
RE 4.2462 4.33e-04
TRBDF2 4.2462 4.33e-04
CN 4.2462 4.33e-04
Hagan 4.2563 8.93e-04
LMG3 4.2563 4.25e-04
LMG2 4.2563 4.25e-04
RAN 4.2563 4.24e-04
RE 4.2563 4.24e-04
TRBDF2 4.2563 4.24e-04
CN 4.2563 4.24e-04
Hagan 4.2663 8.83e-04
LMG3 4.2663 4.16e-04
LMG2 4.2663 4.16e-04
RAN 4.2663 4.16e-04
RE 4.2663 4.15e-04
TRBDF2 4.2663 4.16e-04
CN 4.2663 4.16e-04
Hagan 4.2764 8.73e-04
LMG3 4.2764 4.07e-04
LMG2 4.2764 4.08e-04
RAN 4.2764 4.07e-04
RE 4.2764 4.06e-04
TRBDF2 4.2764 4.07e-04
CN 4.2764 4.07e-04
Hagan 4.2864 8.63e-04
LMG3 4.2864 3.99e-04
LMG2 4.2864 3.99e-04
RAN 4.2864 3.98e-04
RE 4.2864 3.98e-04
TRBDF2 4.2864 3.98e-04
CN 4.2864 3.98e-04
Hagan 4.2965 8.53e-04
LMG3 4.2965 3.90e-04
LMG2 4.2965 3.91e-04
RAN 4.2965 3.90e-04
RE 4.2965 3.89e-04
TRBDF2 4.2965 3.90e-04
CN 4.2965 3.90e-04
Hagan 4.3065 8.43e-04
LMG3 4.3065 3.82e-04
LMG2 4.3065 3.82e-04
RAN 4.3065 3.82e-04
RE 4.3065 3.81e-04
TRBDF2 4.3065 3.82e-04
CN 4.3065 3.82e-04
Hagan 4.3166 8.34e-04
LMG3 4.3166 3.74e-04
LMG2 4.3166 3.74e-04
RAN 4.3166 3.74e-04
RE 4.3166 3.73e-04
TRBDF2 4.3166 3.74e-04
CN 4.3166 3.73e-04
Hagan 4.3266 8.24e-04
LMG3 4.3266 3.66e-04
LMG2 4.3266 3.66e-04
RAN 4.3266 3.65e-04
RE 4.3266 3.65e-04
TRBDF2 4.3266 3.65e-04
CN 4.3266 3.65e-04
Hagan 4.3367 8.15e-04
LMG3 4.3367 3.58e-04
LMG2 4.3367 3.58e-04
RAN 4.3367 3.57e-04
RE 4.3367 3.57e-04
TRBDF2 4.3367 3.57e-04
CN 4.3367 3.57e-04
Hagan 4.3467 8.06e-04
LMG3 4.3467 3.50e-04
LMG2 4.3467 3.50e-04
RAN 4.3467 3.50e-04
RE 4.3467 3.49e-04
TRBDF2 4.3467 3.50e-04
CN 4.3467 3.49e-04
Hagan 4.3568 7.97e-04
LMG3 4.3568 3.42e-04
LMG2 4.3568 3.42e-04
RAN 4.3568 3.42e-04
RE 4.3568 3.41e-04
TRBDF2 4.3568 3.42e-04
CN 4.3568 3.42e-04
Hagan 4.3668 7.88e-04
LMG3 4.3668 3.34e-04
LMG2 4.3668 3.35e-04
RAN 4.3668 3.34e-04
RE 4.3668 3.34e-04
TRBDF2 4.3668 3.34e-04
CN 4.3668 3.34e-04
Hagan 4.3769 7.79e-04
LMG3 4.3769 3.27e-04
LMG2 4.3769 3.27e-04
RAN 4.3769 3.27e-04
RE 4.3769 3.26e-04
TRBDF2 4.3769 3.27e-04
CN 4.3769 3.26e-04
Hagan 4.3869 7.71e-04
LMG3 4.3869 3.19e-04
LMG2 4.3869 3.20e-04
RAN 4.3869 3.19e-04
RE 4.3869 3.19e-04
TRBDF2 4.3869 3.19e-04
CN 4.3869 3.19e-04
Hagan 4.3970 7.62e-04
LMG3 4.3970 3.12e-04
LMG2 4.3970 3.12e-04
RAN 4.3970 3.12e-04
RE 4.3970 3.11e-04
TRBDF2 4.3970 3.12e-04
CN 4.3970 3.12e-04
Hagan 4.4070 7.54e-04
LMG3 4.4070 3.05e-04
LMG2 4.4070 3.05e-04
RAN 4.4070 3.04e-04
RE 4.4070 3.04e-04
TRBDF2 4.4070 3.04e-04
CN 4.4070 3.04e-04
Hagan 4.4171 7.46e-04
LMG3 4.4171 2.97e-04
LMG2 4.4171 2.98e-04
RAN 4.4171 2.97e-04
RE 4.4171 2.97e-04
TRBDF2 4.4171 2.97e-04
CN 4.4171 2.97e-04
Hagan 4.4271 7.37e-04
LMG3 4.4271 2.90e-04
LMG2 4.4271 2.91e-04
RAN 4.4271 2.90e-04
RE 4.4271 2.90e-04
TRBDF2 4.4271 2.90e-04
CN 4.4271 2.90e-04
Hagan 4.4372 7.29e-04
LMG3 4.4372 2.83e-04
LMG2 4.4372 2.84e-04
RAN 4.4372 2.83e-04
RE 4.4372 2.83e-04
TRBDF2 4.4372 2.83e-04
CN 4.4372 2.83e-04
Hagan 4.4472 7.21e-04
LMG3 4.4472 2.76e-04
LMG2 4.4472 2.77e-04
RAN 4.4472 2.76e-04
RE 4.4472 2.76e-04
TRBDF2 4.4472 2.76e-04
CN 4.4472 2.76e-04
Hagan 4.4573 7.14e-04
LMG3 4.4573 2.70e-04
LMG2 4.4573 2.70e-04
RAN 4.4573 2.69e-04
RE 4.4573 2.69e-04
TRBDF2 4.4573 2.69e-04
CN 4.4573 2.69e-04
Hagan 4.4673 7.06e-04
LMG3 4.4673 2.63e-04
LMG2 4.4673 2.63e-04
RAN 4.4673 2.63e-04
RE 4.4673 2.62e-04
TRBDF2 4.4673 2.63e-04
CN 4.4673 2.63e-04
Hagan 4.4774 6.98e-04
LMG3 4.4774 2.56e-04
LMG2 4.4774 2.57e-04
RAN 4.4774 2.56e-04
RE 4.4774 2.56e-04
TRBDF2 4.4774 2.56e-04
CN 4.4774 2.56e-04
Hagan 4.4874 6.91e-04
LMG3 4.4874 2.50e-04
LMG2 4.4874 2.50e-04
RAN 4.4874 2.50e-04
RE 4.4874 2.49e-04
TRBDF2 4.4874 2.50e-04
CN 4.4874 2.49e-04
Hagan 4.4975 6.83e-04
LMG3 4.4975 2.43e-04
LMG2 4.4975 2.44e-04
RAN 4.4975 2.43e-04
RE 4.4975 2.43e-04
TRBDF2 4.4975 2.43e-04
CN 4.4975 2.43e-04
Hagan 4.5075 6.76e-04
LMG3 4.5075 2.37e-04
LMG2 4.5075 2.37e-04
RAN 4.5075 2.37e-04
RE 4.5075 2.36e-04
TRBDF2 4.5075 2.37e-04
CN 4.5075 2.37e-04
Hagan 4.5176 6.68e-04
LMG3 4.5176 2.30e-04
LMG2 4.5176 2.31e-04
RAN 4.5176 2.30e-04
RE 4.5176 2.30e-04
TRBDF2 4.5176 2.30e-04
CN 4.5176 2.30e-04
Hagan 4.5276 6.61e-04
LMG3 4.5276 2.24e-04
LMG2 4.5276 2.25e-04
RAN 4.5276 2.24e-04
RE 4.5276 2.24e-04
TRBDF2 4.5276 2.24e-04
CN 4.5276 2.24e-04
Hagan 4.5377 6.54e-04
LMG3 4.5377 2.18e-04
LMG2 4.5377 2.18e-04
RAN 4.5377 2.18e-04
RE 4.5377 2.18e-04
TRBDF2 4.5377 2.18e-04
CN 4.5377 2.18e-04
Hagan 4.5477 6.47e-04
LMG3 4.5477 2.12e-04
LMG2 4.5477 2.12e-04
RAN 4.5477 2.12e-04
RE 4.5477 2.12e-04
TRBDF2 4.5477 2.12e-04
CN 4.5477 2.12e-04
Hagan 4.5578 6.40e-04
LMG3 4.5578 2.06e-04
LMG2 4.5578 2.06e-04
RAN 4.5578 2.06e-04
RE 4.5578 2.06e-04
TRBDF2 4.5578 2.06e-04
CN 4.5578 2.06e-04
Hagan 4.5678 6.33e-04
LMG3 4.5678 2.00e-04
LMG2 4.5678 2.00e-04
RAN 4.5678 2.00e-04
RE 4.5678 2.00e-04
TRBDF2 4.5678 2.00e-04
CN 4.5678 2.00e-04
Hagan 4.5779 6.27e-04
LMG3 4.5779 1.94e-04
LMG2 4.5779 1.95e-04
RAN 4.5779 1.94e-04
RE 4.5779 1.94e-04
TRBDF2 4.5779 1.94e-04
CN 4.5779 1.94e-04
Hagan 4.5879 6.20e-04
LMG3 4.5879 1.88e-04
LMG2 4.5879 1.89e-04
RAN 4.5879 1.88e-04
RE 4.5879 1.88e-04
TRBDF2 4.5879 1.88e-04
CN 4.5879 1.88e-04
Hagan 4.5980 6.14e-04
LMG3 4.5980 1.83e-04
LMG2 4.5980 1.83e-04
RAN 4.5980 1.83e-04
RE 4.5980 1.82e-04
TRBDF2 4.5980 1.83e-04
CN 4.5980 1.83e-04
Hagan 4.6080 6.07e-04
LMG3 4.6080 1.77e-04
LMG2 4.6080 1.77e-04
RAN 4.6080 1.77e-04
RE 4.6080 1.77e-04
TRBDF2 4.6080 1.77e-04
CN 4.6080 1.77e-04
Hagan 4.6181 6.01e-04
LMG3 4.6181 1.72e-04
LMG2 4.6181 1.72e-04
RAN 4.6181 1.72e-04
RE 4.6181 1.71e-04
TRBDF2 4.6181 1.72e-04
CN 4.6181 1.71e-04
Hagan 4.6281 5.94e-04
LMG3 4.6281 1.66e-04
LMG2 4.6281 1.66e-04
RAN 4.6281 1.66e-04
RE 4.6281 1.66e-04
TRBDF2 4.6281 1.66e-04
CN 4.6281 1.66e-04
Hagan 4.6382 5.88e-04
LMG3 4.6382 1.61e-04
LMG2 4.6382 1.61e-04
RAN 4.6382 1.61e-04
RE 4.6382 1.60e-04
TRBDF2 4.6382 1.61e-04
CN 4.6382 1.61e-04
Hagan 4.6482 5.82e-04
LMG3 4.6482 1.55e-04
LMG2 4.6482 1.56e-04
RAN 4.6482 1.55e-04
RE 4.6482 1.55e-04
TRBDF2 4.6482 1.55e-04
CN 4.6482 1.55e-04
Hagan 4.6583 5.76e-04
LMG3 4.6583 1.50e-04
LMG2 4.6583 1.50e-04
RAN 4.6583 1.50e-04
RE 4.6583 1.50e-04
TRBDF2 4.6583 1.50e-04
CN 4.6583 1.50e-04
Hagan 4.6683 5.70e-04
LMG3 4.6683 1.45e-04
LMG2 4.6683 1.45e-04
RAN 4.6683 1.45e-04
RE 4.6683 1.44e-04
TRBDF2 4.6683 1.45e-04
CN 4.6683 1.45e-04
Hagan 4.6784 5.64e-04
LMG3 4.6784 1.40e-04
LMG2 4.6784 1.40e-04
RAN 4.6784 1.40e-04
RE 4.6784 1.39e-04
TRBDF2 4.6784 1.39e-04
CN 4.6784 1.39e-04
Hagan 4.6884 5.58e-04
LMG3 4.6884 1.34e-04
LMG2 4.6884 1.35e-04
RAN 4.6884 1.34e-04
RE 4.6884 1.34e-04
TRBDF2 4.6884 1.34e-04
CN 4.6884 1.34e-04
Hagan 4.6985 5.52e-04
LMG3 4.6985 1.29e-04
LMG2 4.6985 1.30e-04
RAN 4.6985 1.29e-04
RE 4.6985 1.29e-04
TRBDF2 4.6985 1.29e-04
CN 4.6985 1.29e-04
Hagan 4.7085 5.47e-04
LMG3 4.7085 1.24e-04
LMG2 4.7085 1.25e-04
RAN 4.7085 1.24e-04
RE 4.7085 1.24e-04
TRBDF2 4.7085 1.24e-04
CN 4.7085 1.24e-04
Hagan 4.7186 5.41e-04
LMG3 4.7186 1.19e-04
LMG2 4.7186 1.20e-04
RAN 4.7186 1.19e-04
RE 4.7186 1.19e-04
TRBDF2 4.7186 1.19e-04
CN 4.7186 1.19e-04
Hagan 4.7286 5.35e-04
LMG3 4.7286 1.15e-04
LMG2 4.7286 1.15e-04
RAN 4.7286 1.15e-04
RE 4.7286 1.14e-04
TRBDF2 4.7286 1.15e-04
CN 4.7286 1.14e-04
Hagan 4.7387 5.30e-04
LMG3 4.7387 1.10e-04
LMG2 4.7387 1.10e-04
RAN 4.7387 1.10e-04
RE 4.7387 1.10e-04
TRBDF2 4.7387 1.10e-04
CN 4.7387 1.10e-04
Hagan 4.7487 5.24e-04
LMG3 4.7487 1.05e-04
LMG2 4.7487 1.05e-04
RAN 4.7487 1.05e-04
RE 4.7487 1.05e-04
TRBDF2 4.7487 1.05e-04
CN 4.7487 1.05e-04
Hagan 4.7588 5.19e-04
LMG3 4.7588 1.00e-04
LMG2 4.7588 1.00e-04
RAN 4.7588 1.00e-04
RE 4.7588 1.00e-04
TRBDF2 4.7588 1.00e-04
CN 4.7588 1.00e-04
Hagan 4.7688 5.14e-04
LMG3 4.7688 9.56e-05
LMG2 4.7688 9.58e-05
RAN 4.7688 9.56e-05
RE 4.7688 9.54e-05
TRBDF2 4.7688 9.56e-05
CN 4.7688 9.55e-05
Hagan 4.7789 5.09e-04
LMG3 4.7789 9.10e-05
LMG2 4.7789 9.11e-05
RAN 4.7789 9.10e-05
RE 4.7789 9.08e-05
TRBDF2 4.7789 9.10e-05
CN 4.7789 9.09e-05
Hagan 4.7889 5.03e-04
LMG3 4.7889 8.65e-05
LMG2 4.7889 8.66e-05
RAN 4.7889 8.64e-05
RE 4.7889 8.63e-05
TRBDF2 4.7889 8.64e-05
CN 4.7889 8.64e-05
Hagan 4.7990 4.98e-04
LMG3 4.7990 8.20e-05
LMG2 4.7990 8.21e-05
RAN 4.7990 8.19e-05
RE 4.7990 8.18e-05
TRBDF2 4.7990 8.19e-05
CN 4.7990 8.19e-05
Hagan 4.8090 4.93e-04
LMG3 4.8090 7.75e-05
LMG2 4.8090 7.76e-05
RAN 4.8090 7.75e-05
RE 4.8090 7.74e-05
TRBDF2 4.8090 7.75e-05
CN 4.8090 7.74e-05
Hagan 4.8191 4.88e-04
LMG3 4.8191 7.31e-05
LMG2 4.8191 7.32e-05
RAN 4.8191 7.31e-05
RE 4.8191 7.30e-05
TRBDF2 4.8191 7.31e-05
CN 4.8191 7.31e-05
Hagan 4.8291 4.83e-04
LMG3 4.8291 6.88e-05
LMG2 4.8291 6.89e-05
RAN 4.8291 6.87e-05
RE 4.8291 6.86e-05
TRBDF2 4.8291 6.87e-05
CN 4.8291 6.87e-05
Hagan 4.8392 4.78e-04
LMG3 4.8392 6.45e-05
LMG2 4.8392 6.46e-05
RAN 4.8392 6.44e-05
RE 4.8392 6.44e-05
