Scheme Strike Density
CN 4.8404 3.2197e-04
Hagan 4.8943 4.5279e-04
CN 4.8943 3.0375e-04
Hagan 4.9490 4.2891e-04
CN 4.9490 2.8651e-04
Hagan 5.0046 4.0619e-04
CN 5.0046 2.7020e-04
Hagan 5.0609 3.8459e-04
CN 5.0609 2.5479e-04
Hagan 5.1181 3.6405e-04
CN 5.1181 2.4021e-04
Hagan 5.1762 3.4452e-04
CN 5.1762 2.2643e-04
Hagan 5.2351 3.2596e-04
CN 5.2351 2.1341e-04
Hagan 5.2949 3.0832e-04
CN 5.2949 2.0110e-04
Hagan 5.3556 2.9157e-04
CN 5.3556 1.8947e-04
Hagan 5.4172 2.7565e-04
CN 5.4172 1.7849e-04
Hagan 5.4797 2.6054e-04
CN 5.4797 1.6811e-04
Hagan 5.5431 2.4619e-04
CN 5.5431 1.5832e-04
Hagan 5.6075 2.3257e-04
CN 5.6075 1.4907e-04
Hagan 5.6729 2.1965e-04
CN 5.6729 1.4033e-04
Hagan 5.7392 2.0739e-04
CN 5.7392 1.3209e-04
Hagan 5.8066 1.9576e-04
CN 5.8066 1.2431e-04
Hagan 5.8749 1.8473e-04
CN 5.8749 1.1697e-04
Hagan 5.9443 1.7427e-04
CN 5.9443 1.1005e-04
Hagan 6.0147 1.6436e-04
CN 6.0147 1.0351e-04
Hagan 6.0861 1.5497e-04
CN 6.0861 9.7353e-05
Hagan 6.1587 1.4607e-04
CN 6.1587 9.1544e-05
Hagan 6.2323 1.3764e-04
CN 6.2323 8.6067e-05
Hagan 6.3070 1.2966e-04
CN 6.3070 8.0903e-05
Hagan 6.3829 1.2210e-04
CN 6.3829 7.6037e-05
Hagan 6.4599 1.1495e-04
CN 6.4599 7.1451e-05
Hagan 6.5381 1.0819e-04
CN 6.5381 6.7130e-05
Hagan 6.6175 1.0179e-04
CN 6.6175 6.3059e-05
Hagan 6.6980 9.5741e-05
CN 6.6980 5.9224e-05
Hagan 6.7798 9.0021e-05
CN 6.7798 5.5613e-05
Hagan 6.8628 8.4615e-05
CN 6.8628 5.2212e-05
Hagan 6.9470 7.9508e-05
CN 6.9470 4.9010e-05
Hagan 7.0326 7.4683e-05
CN 7.0326 4.5996e-05
Hagan 7.1194 7.0128e-05
CN 7.1194 4.3159e-05
Hagan 7.2076 6.5828e-05
CN 7.2076 4.0489e-05
Hagan 7.2971 6.1771e-05
CN 7.2971 3.7977e-05
Hagan 7.3879 5.7943e-05
CN 7.3879 3.5614e-05
Hagan 7.4801 5.4333e-05
CN 7.4801 3.3390e-05
Hagan 7.5738 5.0930e-05
CN 7.5738 3.1299e-05
Hagan 7.6688 4.7722e-05
CN 7.6688 2.9332e-05
Hagan 7.7653 4.4700e-05
CN 7.7653 2.7483e-05
Hagan 7.8633 4.1854e-05
CN 7.8633 2.5744e-05
Hagan 7.9628 3.9174e-05
CN 7.9628 2.4110e-05
Hagan 8.0638 3.6651e-05
CN 8.0638 2.2574e-05
Hagan 8.1663 3.4278e-05
CN 8.1663 2.1130e-05
Hagan 8.2704 3.2046e-05
CN 8.2704 1.9773e-05
Hagan 8.3761 2.9948e-05
CN 8.3761 1.8498e-05
Hagan 8.4834 2.7975e-05
CN 8.4834 1.7300e-05
Hagan 8.5923 2.6122e-05
CN 8.5923 1.6175e-05
Hagan 8.7029 2.4382e-05
CN 8.7029 1.5118e-05
Hagan 8.8152 2.2748e-05
CN 8.8152 1.4125e-05
Hagan 8.9292 2.1215e-05
CN 8.9292 1.3193e-05
Hagan 9.0450 1.9776e-05
CN 9.0450 1.2317e-05
Hagan 9.1626 1.8427e-05
CN 9.1626 1.1495e-05
Hagan 9.2819 1.7163e-05
CN 9.2819 1.0723e-05
Hagan 9.4031 1.5978e-05
CN 9.4031 9.9976e-06
Hagan 9.5261 1.4869e-05
CN 9.5261 9.3169e-06
Hagan 9.6511 1.3830e-05
CN 9.6511 8.6779e-06
Hagan 9.7779 1.2858e-05
CN 9.7779 8.0779e-06
Hagan 9.9067 1.1949e-05
CN 9.9067 7.5146e-06
Hagan 10.0375 1.1099e-05
CN 10.0375 6.9858e-06
Hagan 10.1703 1.0304e-05
CN 10.1703 6.4892e-06
Hagan 10.3051 9.5621e-06
CN 10.3051 6.0230e-06
Hagan 10.4421 8.8690e-06
CN 10.4421 5.5853e-06
Hagan 10.5811 8.2222e-06
CN 10.5811 5.1742e-06
Hagan 10.7223 7.6187e-06
CN 10.7223 4.7881e-06
Hagan 10.8656 7.0560e-06
CN 10.8656 4.4255e-06
Hagan 11.0112 6.5315e-06
CN 11.0112 4.0848e-06
Hagan 11.1590 6.0430e-06
CN 11.1590 3.7647e-06
Hagan 11.3092 5.5880e-06
CN 11.3092 3.4639e-06
Hagan 11.4616 5.1646e-06
CN 11.4616 3.1812e-06
Hagan 11.6164 4.7708e-06
CN 11.6164 2.9153e-06
Hagan 11.7736 4.4046e-06
CN 11.7736 2.6653e-06
Hagan 11.9332 4.0643e-06
CN 11.9332 2.4301e-06
Hagan 12.0953 3.7483e-06
CN 12.0953 2.2087e-06
Hagan 12.2599 3.4549e-06
CN 12.2599 2.0002e-06
Hagan 12.4270 3.1827e-06
CN 12.4270 1.8038e-06
Hagan 12.5968 2.9303e-06
CN 12.5968 1.6187e-06
Hagan 12.7692 2.6963e-06
CN 12.7692 1.4441e-06
Hagan 12.9442 2.4796e-06
CN 12.9442 1.2794e-06
Hagan 13.1220 2.2789e-06
CN 13.1220 1.1239e-06
Hagan 13.3026 2.0933e-06
CN 13.3026 9.7693e-07
Hagan 13.4859 1.9216e-06
CN 13.4859 8.3795e-07
Hagan 13.6721 1.7629e-06
CN 13.6721 7.0640e-07
Hagan 13.8612 1.6164e-06
CN 13.8612 5.8177e-07
Hagan 14.0533 1.4811e-06
CN 14.0533 4.6358e-07
Hagan 14.2483 1.3563e-06
CN 14.2483 3.5139e-07
Hagan 14.4464 1.2412e-06
CN 14.4464 2.4477e-07
Hagan 14.6475 1.1351e-06
CN 14.6475 4.7590e-08
