Scheme Strike Density
CN 4.8943 3.0379e-04
Hagan 4.9490 4.2891e-04
CN 4.9490 2.8654e-04
Hagan 5.0046 4.0619e-04
CN 5.0046 2.7024e-04
Hagan 5.0609 3.8459e-04
CN 5.0609 2.5482e-04
Hagan 5.1181 3.6405e-04
CN 5.1181 2.4024e-04
Hagan 5.1762 3.4452e-04
CN 5.1762 2.2646e-04
Hagan 5.2351 3.2596e-04
CN 5.2351 2.1343e-04
Hagan 5.2949 3.0832e-04
CN 5.2949 2.0112e-04
Hagan 5.3556 2.9157e-04
CN 5.3556 1.8949e-04
Hagan 5.4172 2.7565e-04
CN 5.4172 1.7851e-04
Hagan 5.4797 2.6054e-04
CN 5.4797 1.6813e-04
Hagan 5.5431 2.4619e-04
CN 5.5431 1.5833e-04
Hagan 5.6075 2.3257e-04
CN 5.6075 1.4908e-04
Hagan 5.6729 2.1965e-04
CN 5.6729 1.4035e-04
Hagan 5.7392 2.0739e-04
CN 5.7392 1.3210e-04
Hagan 5.8066 1.9576e-04
CN 5.8066 1.2432e-04
Hagan 5.8749 1.8473e-04
CN 5.8749 1.1698e-04
Hagan 5.9443 1.7427e-04
CN 5.9443 1.1006e-04
Hagan 6.0147 1.6436e-04
CN 6.0147 1.0352e-04
Hagan 6.0861 1.5497e-04
CN 6.0861 9.7362e-05
Hagan 6.1587 1.4607e-04
CN 6.1587 9.1551e-05
Hagan 6.2323 1.3764e-04
CN 6.2323 8.6073e-05
Hagan 6.3070 1.2966e-04
CN 6.3070 8.0909e-05
Hagan 6.3829 1.2210e-04
CN 6.3829 7.6042e-05
Hagan 6.4599 1.1495e-04
CN 6.4599 7.1455e-05
Hagan 6.5381 1.0819e-04
CN 6.5381 6.7133e-05
Hagan 6.6175 1.0179e-04
CN 6.6175 6.3062e-05
Hagan 6.6980 9.5741e-05
CN 6.6980 5.9227e-05
Hagan 6.7798 9.0021e-05
CN 6.7798 5.5615e-05
Hagan 6.8628 8.4615e-05
CN 6.8628 5.2214e-05
Hagan 6.9470 7.9508e-05
CN 6.9470 4.9012e-05
Hagan 7.0326 7.4683e-05
CN 7.0326 4.5997e-05
Hagan 7.1194 7.0128e-05
CN 7.1194 4.3160e-05
Hagan 7.2076 6.5828e-05
CN 7.2076 4.0490e-05
Hagan 7.2971 6.1771e-05
CN 7.2971 3.7977e-05
Hagan 7.3879 5.7943e-05
CN 7.3879 3.5613e-05
Hagan 7.4801 5.4333e-05
CN 7.4801 3.3390e-05
Hagan 7.5738 5.0930e-05
CN 7.5738 3.1298e-05
Hagan 7.6688 4.7722e-05
CN 7.6688 2.9332e-05
Hagan 7.7653 4.4700e-05
CN 7.7653 2.7482e-05
Hagan 7.8633 4.1854e-05
CN 7.8633 2.5743e-05
Hagan 7.9628 3.9174e-05
CN 7.9628 2.4109e-05
Hagan 8.0638 3.6651e-05
CN 8.0638 2.2572e-05
Hagan 8.1663 3.4278e-05
CN 8.1663 2.1128e-05
Hagan 8.2704 3.2046e-05
CN 8.2704 1.9771e-05
Hagan 8.3761 2.9948e-05
CN 8.3761 1.8496e-05
Hagan 8.4834 2.7975e-05
CN 8.4834 1.7299e-05
Hagan 8.5923 2.6122e-05
CN 8.5923 1.6173e-05
Hagan 8.7029 2.4382e-05
CN 8.7029 1.5116e-05
Hagan 8.8152 2.2748e-05
CN 8.8152 1.4123e-05
Hagan 8.9292 2.1215e-05
CN 8.9292 1.3191e-05
Hagan 9.0450 1.9776e-05
CN 9.0450 1.2315e-05
Hagan 9.1626 1.8427e-05
CN 9.1626 1.1493e-05
Hagan 9.2819 1.7163e-05
CN 9.2819 1.0721e-05
Hagan 9.4031 1.5978e-05
CN 9.4031 9.9960e-06
Hagan 9.5261 1.4869e-05
CN 9.5261 9.3153e-06
Hagan 9.6511 1.3830e-05
CN 9.6511 8.6763e-06
Hagan 9.7779 1.2858e-05
CN 9.7779 8.0764e-06
Hagan 9.9067 1.1949e-05
CN 9.9067 7.5131e-06
Hagan 10.0375 1.1099e-05
CN 10.0375 6.9843e-06
Hagan 10.1703 1.0304e-05
CN 10.1703 6.4878e-06
Hagan 10.3051 9.5621e-06
CN 10.3051 6.0216e-06
Hagan 10.4421 8.8690e-06
CN 10.4421 5.5839e-06
Hagan 10.5811 8.2222e-06
CN 10.5811 5.1729e-06
Hagan 10.7223 7.6187e-06
CN 10.7223 4.7869e-06
Hagan 10.8656 7.0560e-06
CN 10.8656 4.4243e-06
Hagan 11.0112 6.5315e-06
CN 11.0112 4.0837e-06
Hagan 11.1590 6.0430e-06
CN 11.1590 3.7636e-06
Hagan 11.3092 5.5880e-06
CN 11.3092 3.4629e-06
Hagan 11.4616 5.1646e-06
CN 11.4616 3.1802e-06
Hagan 11.6164 4.7708e-06
CN 11.6164 2.9144e-06
Hagan 11.7736 4.4046e-06
CN 11.7736 2.6645e-06
Hagan 11.9332 4.0643e-06
CN 11.9332 2.4293e-06
Hagan 12.0953 3.7483e-06
CN 12.0953 2.2079e-06
Hagan 12.2599 3.4549e-06
CN 12.2599 1.9995e-06
Hagan 12.4270 3.1827e-06
CN 12.4270 1.8032e-06
Hagan 12.5968 2.9303e-06
CN 12.5968 1.6181e-06
Hagan 12.7692 2.6963e-06
CN 12.7692 1.4436e-06
Hagan 12.9442 2.4796e-06
CN 12.9442 1.2790e-06
Hagan 13.1220 2.2789e-06
CN 13.1220 1.1235e-06
Hagan 13.3026 2.0933e-06
CN 13.3026 9.7657e-07
Hagan 13.4859 1.9216e-06
CN 13.4859 8.3763e-07
Hagan 13.6721 1.7629e-06
CN 13.6721 7.0613e-07
Hagan 13.8612 1.6164e-06
CN 13.8612 5.8155e-07
Hagan 14.0533 1.4811e-06
CN 14.0533 4.6341e-07
Hagan 14.2483 1.3563e-06
CN 14.2483 3.5126e-07
Hagan 14.4464 1.2412e-06
CN 14.4464 2.4468e-07
Hagan 14.6475 1.1351e-06
CN 14.6475 4.7571e-08
